Index,imdb_score,genres
2426,5.6,"Drama,  Romance"
2427,6.8,"Adventure,  Fantasy,  Mystery,  Thriller"
2428,5.0,"Comedy,  Drama,  Musical,  Romance"
2429,7.6,"Adventure,  Biography,  Drama,  Thriller"
2430,6.7,"Comedy,  Crime"
2431,6.7,"Drama,  Music,  Romance"
2432,5.7,Comedy
2433,5.2,"Comedy,  Crime"
2434,7.5,Drama
2435,7.2,"Biography,  Drama"
2436,5.3,"Comedy,  Romance"
2437,6.5,"Comedy,  Drama,  Romance"
2438,5.0,"Action,  Adventure,  Western"
2439,6.1,"Drama,  Thriller"
2441,4.4,"Action,  Crime,  Thriller"
2442,7.5,Drama
2443,5.7,"Comedy,  Drama,  Romance"
2444,5.5,"Adventure,  Comedy"
2445,7.1,"Comedy,  Drama,  Romance"
2446,5.9,"Drama,  Romance"
2447,6.7,"Action,  Adventure,  Fantasy"
2448,7.0,"Biography,  Drama,  Romance"
2449,7.9,"Biography,  Comedy,  Drama"
2450,6.9,Drama
2451,7.3,"Adventure,  Biography,  Drama,  History,  War"
2452,7.3,"Action,  Crime,  Thriller"
2453,3.5,"Action,  Sci-Fi"
2454,7.8,Drama
2456,6.7,"Adventure,  Drama,  Sci-Fi,  Thriller"
2457,6.4,"Comedy,  Romance"
2458,7.1,"Biography,  Drama,  Romance,  War"
2460,7.8,"Drama,  Mystery"
2462,5.9,"Action,  Horror,  Romance,  Sci-Fi,  Thriller"
2463,7.2,"Crime,  Drama,  Mystery,  Thriller"
2468,6.2,"Action,  Drama,  History,  Romance,  War,  Western"
2471,6.7,"Action,  Animation,  Sci-Fi,  Thriller"
2475,7.6,Comedy
2478,6.2,"Drama,  Music,  Musical,  Romance"
2479,6.5,"Action,  Animation,  Comedy,  Crime,  Family"
2480,8.1,"Drama,  History,  War"
2481,6.3,"Action,  Crime,  Drama,  Thriller"
2482,4.4,"Drama,  Family,  Music,  Musical"
2484,6.0,"Crime,  Drama,  Thriller"
2485,7.6,"Fantasy,  Horror,  Thriller"
2486,8.4,"Action,  Adventure,  Sci-Fi"
2487,7.9,"Drama,  Family,  Musical,  Romance"
2488,5.6,"Horror,  Mystery,  Thriller"
2489,6.5,Comedy
2490,7.5,"Adventure,  Comedy,  Drama,  Romance"
2491,6.3,Comedy
2492,7.9,"Horror,  Thriller"
2493,7.9,"Action,  Adventure,  History"
2494,5.1,"Comedy,  Drama,  Family,  Fantasy,  Sci-Fi"
2495,6.7,"Comedy,  Drama"
2496,6.7,"Action,  Crime,  Drama,  Thriller"
2497,5.6,"Horror,  Mystery"
2498,5.6,"Comedy,  Romance"
2499,6.8,"Action,  Adventure,  Sci-Fi"
2500,6.2,"Comedy,  Music,  Romance"
2501,5.6,"Drama,  Fantasy,  Romance"
2502,6.4,Horror
2503,5.6,Comedy
2504,7.4,"Biography,  Drama,  Sport"
2507,7.2,"Comedy,  Music,  Romance"
2508,4.9,"Comedy,  Drama,  Romance,  Sport"
2509,7.5,"Crime,  Drama,  Thriller"
2510,4.8,"Horror,  Mystery,  Thriller"
2511,3.1,"Comedy,  Romance"
2512,5.8,"Adventure,  Comedy,  Family,  Fantasy,  Musical"
2513,6.7,"Crime,  Drama,  Thriller"
2515,6.5,Horror
2516,5.9,"Comedy,  Romance"
2517,5.5,"Comedy,  Music"
2518,3.6,"Action,  Adventure,  Family,  Sci-Fi"
2520,7.4,"Action,  Crime,  Drama,  Thriller"
2522,3.0,"Adventure,  Crime,  Drama,  Romance"
2523,7.6,"Drama,  Mystery,  Romance,  Thriller"
2524,6.4,"Adventure,  Horror,  Thriller"
2525,6.9,"Biography,  Crime,  Drama,  Thriller"
2527,5.5,"Comedy,  Mystery,  Sci-Fi,  Thriller"
2530,4.1,"Horror,  Thriller"
2531,6.8,"Comedy,  Drama,  Family,  Romance"
2532,6.5,"Biography,  Drama,  Romance"
2533,7.6,"Drama,  Mystery,  Romance,  Thriller"
2534,7.4,"Crime,  Drama"
2535,7.7,"Drama,  Romance"
2536,7.1,"Biography,  Drama,  Romance"
2537,6.3,"Comedy,  Romance"
2538,7.6,Drama
2539,8.0,"Comedy,  Drama"
2540,7.3,Comedy
2541,7.6,"Comedy,  Drama,  Romance"
2542,7.8,Drama
2543,6.5,Comedy
2544,6.4,"Comedy,  Drama,  Romance,  Sport"
2545,8.0,"Comedy,  Drama,  Romance"
2546,4.8,"Drama,  Fantasy,  Horror,  Mystery,  Thriller"
2547,7.8,"Adventure,  Comedy,  Drama,  Romance"
2548,5.9,Horror
2549,5.4,Drama
2550,3.3,"Comedy,  Family"
2551,8.2,"Drama,  Fantasy,  War"
2553,5.4,"Action,  Comedy,  Crime,  Family"
2554,6.4,"Crime,  Drama,  Romance,  Thriller"
2555,4.8,"Drama,  Horror,  Thriller"
2556,5.9,"Adventure,  Comedy,  Drama"
2557,5.5,"Action,  Crime"
2558,7.9,"Action,  Comedy,  Mystery"
2559,4.9,"Comedy,  Drama"
2560,7.2,"Drama,  Romance"
2563,5.3,"Comedy,  Drama,  Romance"
2564,7.2,Drama
2565,5.1,"Comedy,  Fantasy,  Horror"
2566,5.6,"Comedy,  Crime,  Mystery"
2567,7.6,Comedy
2568,3.1,"Action,  Drama,  Fantasy,  Mystery,  Thriller"
2569,7.2,"Drama,  Romance"
2570,5.7,"Comedy,  Drama,  Romance"
2571,5.2,"Comedy,  Romance,  Sci-Fi"
2572,7.7,Drama
2573,7.0,"Mystery,  Sci-Fi,  Thriller"
2576,6.0,"Comedy,  Drama,  Music"
2577,6.6,"Comedy,  Romance"
2578,6.8,"Comedy,  Music"
2579,7.2,"Action,  Adventure,  Fantasy"
2580,7.2,Drama
2581,2.8,"Action,  Crime,  Sci-Fi"
2582,6.6,"Drama,  Romance"
2583,6.7,"Drama,  History,  Romance,  War"
2584,7.0,"Crime,  Drama,  Mystery,  Thriller"
2585,4.4,Comedy
2587,6.2,"Drama,  Romance,  War"
2588,7.3,"Drama,  Fantasy"
2589,5.1,"Comedy,  Horror,  Romance"
2592,6.6,"Drama,  Western"
2593,4.5,"Comedy,  Drama,  Romance,  Sport"
2597,5.9,"Drama,  Mystery,  Thriller"
2598,6.6,"Action,  Comedy,  Crime,  Drama,  Thriller"
2599,6.5,"Comedy,  Horror,  Sci-Fi"
2600,7.3,"Action,  Comedy,  Crime"
2601,7.5,"Comedy,  Family"
2602,5.9,"Comedy,  Drama,  Family"
2603,7.4,"Comedy,  Drama,  Romance"
2604,6.9,"Action,  Drama,  Romance"
2605,7.9,"Action,  Drama,  Romance"
2606,8.4,Drama
2607,8.0,"Biography,  Drama,  History,  Romance"
2608,6.0,"Comedy,  Crime"
2610,6.8,"Drama,  Romance"
2611,7.8,Drama
2614,8.1,"Biography,  Drama,  Thriller,  War"
2615,6.1,"Comedy,  War"
2617,6.2,"Comedy,  Family"
2618,6.2,"Fantasy,  Horror"
2619,7.9,"Horror,  Thriller"
2620,7.4,"Adventure,  Comedy"
2621,6.6,Comedy
2622,7.3,"Biography,  Drama"
2623,7.5,"Comedy,  Fantasy"
2624,5.6,"Comedy,  Drama"
2625,7.3,"Drama,  Family,  Romance"
2626,6.4,"Drama,  Fantasy,  Horror,  Thriller"
2627,5.0,"Horror,  Thriller"
2628,5.4,"Adventure,  Comedy,  Family"
2630,7.1,"Comedy,  Drama"
2631,5.3,"Adventure,  Comedy,  Family,  Music,  Romance"
2632,6.5,"Action,  Drama,  Thriller"
2633,6.2,"Comedy,  Fantasy,  Horror"
2634,6.4,"Horror,  Mystery,  Sci-Fi"
2636,6.9,"Crime,  Drama,  Thriller"
2637,5.7,Comedy
2638,7.7,"Crime,  Drama,  Thriller"
2639,5.4,"Comedy,  Drama,  Romance"
2640,5.6,"Action,  Crime,  Drama,  Thriller"
2641,7.7,"Biography,  Drama,  Romance"
2642,5.1,"Comedy,  Crime"
2643,6.8,"Comedy,  Drama,  Romance"
2644,8.4,"Adventure,  Biography,  Drama,  History,  War"
2645,4.9,Horror
2646,7.1,"Adventure,  Biography,  Drama"
2647,6.6,"Crime,  Horror,  Thriller"
2648,6.1,"Comedy,  Romance"
2649,4.1,"Comedy,  Horror,  Thriller"
2650,5.8,"Action,  Adventure,  Fantasy"
2651,8.1,"Adventure,  Family,  Fantasy,  Romance"
2652,7.6,"Biography,  Drama"
2653,7.8,"Crime,  Drama"
2654,4.6,"Comedy,  Family,  Music,  Romance"
2655,6.0,"Comedy,  Drama,  Romance"
2656,7.0,"Drama,  Horror,  Sci-Fi"
2657,6.7,"Drama,  Family,  Sport"
2658,6.4,"Comedy,  Drama,  Family"
2659,7.2,"Drama,  Romance,  Sport"
2660,7.4,"Action,  Comedy,  Crime,  Romance,  Thriller"
2661,4.8,"Comedy,  Romance"
2662,4.0,"Adventure,  Fantasy,  Horror,  Mystery,  Thriller"
2663,6.2,"Drama,  Fantasy,  Horror,  Thriller"
2664,7.7,"Drama,  Romance,  Thriller"
2665,6.7,"Adventure,  Comedy,  Family,  Fantasy"
2666,7.9,"Drama,  Romance"
2667,7.9,Drama
2668,5.5,"Action,  Crime,  Drama,  Romance,  Thriller"
2669,6.2,"Adventure,  Drama,  Family"
2670,5.1,Horror
2671,4.1,"Horror,  Mystery,  Thriller"
2672,6.7,"Drama,  Family,  Fantasy,  Romance"
2673,4.7,"Action,  Drama,  Thriller"
2674,6.4,"Action,  Comedy"
2675,6.3,"Drama,  Music"
2676,5.5,"Horror,  Mystery,  Sci-Fi,  Thriller"
2677,7.3,"Crime,  Drama,  Thriller"
2678,6.3,"Action,  Crime,  Thriller"
2679,4.9,"Drama,  Mystery,  Thriller"
2680,7.6,"Drama,  History,  Thriller,  War"
2681,6.0,"Action,  Horror,  Sci-Fi,  Thriller"
2682,6.2,"Crime,  Thriller"
2683,6.8,"Crime,  Drama,  Thriller"
2684,4.5,Comedy
2685,5.7,"Adventure,  Animation,  Comedy,  Family"
2687,4.6,"Action,  Adventure,  Fantasy,  Sci-Fi"
2688,6.2,"Crime,  Drama,  Musical,  Romance"
2689,7.0,"Drama,  Romance"
2690,6.9,"Drama,  Sport"
2692,6.7,"Crime,  Thriller"
2693,5.6,Comedy
2694,6.6,"Biography,  Drama,  Music,  Musical"
2695,6.4,"Comedy,  Drama,  Romance"
2696,2.8,"Adventure,  Family"
2697,5.4,Action
2698,5.0,"Comedy,  Drama,  Romance"
2699,5.1,"Drama,  Romance"
2700,8.0,"Drama,  Sci-Fi"
2701,5.9,"Family,  Music,  Romance"
2703,8.2,"Comedy,  Crime"
2704,7.0,"Drama,  Music"
2705,6.6,"Crime,  Drama,  Romance,  Thriller"
2706,6.7,"Biography,  Drama,  History,  Thriller,  War"
2707,5.5,"Comedy,  Drama,  Romance"
2708,4.9,Comedy
2709,6.9,"Comedy,  Drama,  Romance"
2711,5.6,"Adventure,  Comedy,  Family"
2712,8.0,"Comedy,  Crime,  Drama"
2713,5.3,"Comedy,  Romance"
2714,6.2,"Comedy,  Music"
2715,5.3,"Comedy,  Romance"
2716,6.6,Drama
2717,7.2,"Comedy,  Romance"
2718,4.6,"Drama,  Mystery,  Thriller"
2719,7.5,"Adventure,  Crime,  Drama,  Mystery,  Western"
2720,6.5,"Drama,  War"
2721,7.6,"Comedy,  Crime,  Mystery"
2722,6.2,"Comedy,  Fantasy,  Horror,  Thriller"
2723,8.0,"Drama,  Mystery,  Thriller"
2725,6.3,"Comedy,  Drama,  Romance"
2726,7.2,"Drama,  Romance,  Sci-Fi"
2728,6.7,"Crime,  Drama,  Mystery,  Thriller"
2729,5.3,"Adventure,  Drama,  Fantasy"
2730,6.3,"Comedy,  Crime,  Drama"
2731,6.5,"Crime,  Drama,  Horror,  Thriller"
2734,8.3,"Drama,  Sci-Fi"
2735,7.2,"Action,  Crime,  Thriller"
2736,6.8,"Crime,  Drama"
2737,6.4,"Action,  Drama"
2738,6.9,"Comedy,  Crime,  Drama,  Thriller,  War"
2740,6.2,Action
2743,6.1,"Fantasy,  Horror,  Mystery"
2745,5.1,"Crime,  Drama,  Thriller"
2746,4.5,"Action,  Comedy,  Drama,  War"
2747,5.9,"Comedy,  Drama,  Fantasy,  Music,  Romance"
2755,8.1,"Comedy,  Fantasy,  Romance"
2756,5.7,"Comedy,  Drama,  Music"
2757,6.8,"Drama,  Romance"
2758,7.5,"Drama,  War"
2760,8.3,"Drama,  Western"
2761,7.4,Drama
2762,8.0,"Drama,  Romance"
2763,6.9,"Drama,  Romance,  Thriller"
2764,6.9,"Comedy,  Romance"
2766,5.5,"Action,  Adventure,  Comedy"
2768,7.2,"Biography,  Drama,  War"
2769,6.9,"Adventure,  Comedy,  Family,  Sport"
2770,5.5,"Horror,  Thriller"
2771,5.9,"Horror,  Thriller"
2773,5.2,"Drama,  Music,  Romance"
2774,7.1,"Action,  Adventure,  Sci-Fi,  Thriller"
2776,5.5,"Horror,  Mystery,  Thriller"
2777,7.7,"Drama,  Romance"
2779,6.7,"Adventure,  Drama"
2780,5.0,"Comedy,  Romance"
2781,6.4,"Biography,  Drama,  History"
2782,6.6,"Adventure,  Animation,  Comedy,  Drama,  Family,  Musical"
2783,5.9,"Drama,  Romance"
2784,5.7,"Action,  Comedy,  Crime,  Thriller"
2785,4.5,"Comedy,  Fantasy,  Horror,  Romance"
2787,5.0,"Horror,  Mystery,  Thriller"
2788,4.6,"Comedy,  Romance"
2789,6.5,"Adventure,  Mystery,  Thriller"
2790,4.9,"Comedy,  Romance"
2791,6.0,Comedy
2792,6.9,"Comedy,  Drama,  War"
2793,5.7,"Fantasy,  Horror"
2795,6.9,"Comedy,  Drama"
2797,4.4,"Action,  Horror,  Sci-Fi,  Thriller"
2798,5.4,"Adventure,  Comedy,  Family"
2799,7.0,"Drama,  History"
2800,5.4,"Comedy,  Mystery,  Romance"
2801,5.4,"Adventure,  Comedy"
2803,7.6,"Drama,  Romance"
2804,5.9,"Drama,  Mystery,  Thriller"
2805,6.6,Drama
2806,6.7,"Biography,  Drama,  History"
2807,3.9,"Drama,  Horror,  Mystery,  Thriller"
2808,5.7,"Biography,  Drama,  History,  Romance"
2810,6.5,"Action,  Adventure,  History"
2811,6.8,"Biography,  Drama,  History"
2813,7.3,"Biography,  Crime,  Drama,  War"
2815,7.0,"Comedy,  Drama,  War"
2816,6.5,Drama
2818,7.7,"Comedy,  Drama,  Romance"
2819,7.7,"Drama,  Romance"
2820,5.9,"Action,  Adventure,  Comedy,  Sci-Fi"
2821,6.8,"Comedy,  Romance"
2822,7.4,"Drama,  Romance"
2823,5.1,"Comedy,  Sci-Fi"
2825,7.4,"Biography,  Drama"
2826,7.2,"Comedy,  Crime"
2829,8.3,"Biography,  Drama,  History,  War"
2830,8.1,"Biography,  Drama,  Romance"
2832,7.3,"Biography,  Comedy,  Drama,  War"
2833,3.6,Comedy
2834,1.6,"Documentary,  Music"
2835,8.0,"Drama,  Thriller"
2836,6.2,"Action,  Crime,  Sci-Fi,  Thriller"
2837,9.0,"Crime,  Drama"
2838,6.1,"Drama,  Music,  Romance"
2839,5.7,"Fantasy,  Horror,  Thriller"
2840,6.8,Drama
2841,5.5,"Comedy,  Mystery"
2842,6.8,"Action,  Crime,  Drama,  Thriller,  Western"
2843,7.3,"Comedy,  Drama"
2844,6.1,"Comedy,  Romance"
2845,7.2,"Comedy,  Drama,  Romance"
2846,5.9,Comedy
2847,6.1,"Action,  Comedy,  Crime"
2848,6.8,"Drama,  Horror,  Thriller"
2849,7.7,"Sci-Fi,  Thriller"
2850,4.9,"Adventure,  Comedy,  Family"
2851,6.1,"Comedy,  Drama,  Romance"
2852,2.5,"Comedy,  Crime,  Family,  Sci-Fi"
2853,6.1,"Action,  Comedy,  Crime,  Thriller"
2854,5.9,"Comedy,  Drama,  Family"
2855,5.7,"Fantasy,  Horror"
2856,5.6,"Crime,  Thriller"
2857,7.2,Horror
2858,7.7,"Drama,  Mystery,  Sci-Fi,  Thriller"
2859,7.8,"Comedy,  Drama,  Fantasy"
2860,6.1,"Comedy,  Romance"
2861,5.8,"Adventure,  Family,  Sci-Fi"
2862,6.5,"Drama,  Romance"
2863,7.9,"Drama,  History,  War"
2864,6.3,"Adventure,  Drama,  Sci-Fi"
2866,8.3,Drama
2867,6.4,Comedy
2868,6.7,"Comedy,  Crime,  Thriller"
2869,6.1,Comedy
2871,6.0,"Drama,  Thriller"
2872,5.8,"Drama,  Music"
2873,5.6,"Adventure,  Comedy,  Romance,  Sci-Fi"
2874,6.1,"Comedy,  Crime,  Thriller"
2875,5.9,Comedy
2876,7.3,"Comedy,  Drama,  Romance"
2877,6.8,"Drama,  Sport"
2878,5.7,"Comedy,  Drama,  Romance"
2879,7.3,"Drama,  Romance"
2880,6.3,"Drama,  Mystery,  Romance,  Thriller"
2881,5.9,"Comedy,  Crime,  Drama"
2882,7.1,"Drama,  Thriller"
2883,7.1,"Biography,  Comedy,  Crime,  Drama"
2884,8.0,"Drama,  Romance"
2885,5.1,Action
2886,7.1,"Biography,  Crime,  Drama"
2887,6.5,"Drama,  Romance,  Western"
2888,4.5,"Horror,  Thriller"
2889,6.6,"Action,  Comedy,  Sci-Fi,  Thriller"
2890,4.3,"Drama,  Romance,  War"
2891,6.7,"Crime,  Thriller"
2893,5.4,"Action,  Adventure,  Comedy,  Family"
2894,6.6,"Biography,  Comedy,  Crime,  Drama,  Romance"
2896,7.3,"Biography,  Drama"
2897,6.9,Drama
2898,8.0,"Action,  Crime,  Drama,  Romance,  Thriller"
2900,7.8,"Crime,  Drama,  Mystery"
2901,6.1,"Crime,  Drama,  Thriller"
2903,5.1,"Horror,  Mystery"
2905,7.4,"Comedy,  Drama,  Romance"
2906,7.8,"Drama,  War"
2907,8.0,"Crime,  Drama,  Musical"
2908,6.7,"Drama,  Romance"
2909,6.6,"Crime,  Drama"
2910,6.4,"Comedy,  Drama,  Romance"
2911,6.7,"Action,  Crime,  Thriller"
2912,6.2,"Biography,  Comedy,  Crime,  Drama"
2913,7.3,"Adventure,  Animation,  Family"
2914,8.1,"Action,  Drama,  War"
2915,7.0,"Comedy,  Drama,  Family,  Sport"
2916,8.0,Horror
2917,8.0,"Adventure,  Drama,  Thriller"
2918,7.0,Comedy
2919,7.9,"Animation,  Comedy,  Crime,  Drama,  Family"
2920,5.9,"Action,  Adventure,  Comedy,  Fantasy,  Mystery"
2921,6.6,"Comedy,  Romance"
2922,6.3,"Comedy,  Drama"
2923,7.7,"Action,  Adventure,  Sci-Fi"
2924,6.9,Comedy
2925,7.1,"Sci-Fi,  Thriller"
2926,7.4,"Crime,  Drama,  Romance,  Thriller"
2927,6.5,"Action,  Adventure,  Drama,  Thriller,  War"
2928,6.5,"Crime,  Drama,  Music,  Romance"
2929,6.8,"Adventure,  Animation,  Comedy,  Crime"
2930,7.5,"Crime,  Thriller"
2931,6.6,"Adventure,  Comedy"
2932,7.1,"Drama,  Sci-Fi,  Thriller"
2933,6.6,"Drama,  Musical,  Romance"
2934,7.0,"Adventure,  Comedy,  Fantasy,  Sci-Fi"
2935,3.3,"Comedy,  Drama"
2936,6.7,"Comedy,  Crime"
2938,6.8,"Drama,  Thriller"
2939,6.0,"Horror,  Sci-Fi,  Thriller"
2940,5.4,"Horror,  Mystery"
2941,4.3,Comedy
2942,6.2,"Comedy,  Fantasy"
2943,7.7,"Comedy,  Drama,  Family,  Fantasy,  Musical"
2944,8.0,"Action,  Adventure,  Thriller"
2945,7.4,"Biography,  Drama,  Romance"
2946,5.9,"Documentary,  Music"
2947,7.8,"Drama,  Romance"
2948,7.4,"Crime,  Drama"
2949,6.5,"Comedy,  Romance"
2951,7.0,"Horror,  Mystery,  Thriller"
2953,7.6,"Biography,  Drama"
2954,6.9,"Comedy,  Drama"
2956,5.3,"Comedy,  Family,  Fantasy,  Romance"
2957,6.4,"Drama,  Mystery,  Romance"
2959,7.8,"Adventure,  Comedy,  Drama"
2960,6.7,"Action,  Fantasy,  Horror,  Thriller"
2961,5.3,"Comedy,  Crime,  Family"
2962,6.3,"Comedy,  Drama"
2963,7.0,"Action,  Crime,  Thriller"
2965,6.6,"Comedy,  Drama,  Romance"
2970,8.4,"Adventure,  Drama,  Thriller,  War"
2971,6.0,"Drama,  History,  War,  Western"
2972,5.4,Comedy
2973,7.8,"Drama,  Fantasy,  Romance"
2974,7.6,"Action,  Adventure,  Drama,  Romance"
2975,6.6,"Drama,  Thriller"
2976,6.4,"Sci-Fi,  Thriller"
2977,7.0,"Biography,  Drama,  Music"
2978,5.7,"Comedy,  Crime"
2979,5.9,"Action,  Crime,  Sci-Fi,  Thriller"
2980,6.3,Comedy
2981,6.3,"Comedy,  Drama"
2982,6.2,"Comedy,  Drama"
2983,2.1,"Comedy,  Musical,  Romance"
2984,5.0,"Comedy,  Drama"
2985,5.3,"Mystery,  Thriller"
2986,7.1,"Drama,  Romance"
2987,7.0,Drama
2988,7.0,"Comedy,  Drama,  Horror,  Sci-Fi"
2990,7.1,"Fantasy,  Horror,  Thriller"
2991,7.0,"Comedy,  Drama,  Romance"
2992,7.7,Drama
2993,7.1,"Comedy,  Drama"
2994,6.8,"Drama,  Thriller"
2995,7.5,"Drama,  Romance,  Sci-Fi"
2996,6.3,"Crime,  Drama,  Romance"
2997,7.3,"Adventure,  Drama,  Family"
2998,6.8,"Drama,  Mystery,  Romance"
2999,7.2,"Crime,  Drama,  Thriller"
3000,6.4,"Comedy,  Crime"
3001,6.0,"Comedy,  Drama"
3002,6.4,"Drama,  Mystery,  Thriller"
3004,7.5,"Crime,  Drama,  Thriller"
3005,7.1,"Drama,  Romance,  War"
3006,4.6,Comedy
3009,7.7,"Drama,  History,  War"
3010,6.7,"Adventure,  Animation,  Comedy,  Family,  Fantasy,  Sci-Fi"
3013,5.6,"Action,  Drama,  War"
3017,8.3,"Comedy,  Crime"
3019,6.6,"Fantasy,  Horror"
3023,7.2,"Comedy,  Fantasy,  Horror"
3024,8.7,"Action,  Adventure,  Fantasy,  Sci-Fi"
3025,6.0,Comedy
3026,8.0,"Drama,  Romance,  War"
3028,4.5,"Comedy,  Drama,  Family,  Music,  Musical,  Romance"
3029,7.9,"Biography,  Drama,  Sport"
3031,7.5,"Comedy,  Crime"
3032,6.8,"Drama,  Fantasy,  Music,  Romance"
3034,7.2,"Comedy,  Sport"
3036,7.1,"Crime,  Thriller"
3037,7.4,"Drama,  Romance"
3038,7.6,"Crime,  Drama"
3039,6.9,"Drama,  Romance"
3040,6.0,"Horror,  Mystery"
3042,7.3,Drama
3043,4.6,"Comedy,  Crime"
3044,6.0,"Crime,  Drama,  Thriller"
3046,5.5,"Horror,  Sci-Fi"
3047,7.5,"Drama,  Romance"
3049,6.3,"Comedy,  Sport"
3050,5.1,Comedy
3051,6.8,"Comedy,  Drama"
3052,5.3,Comedy
3053,7.3,"Crime,  Drama,  Thriller"
3054,7.3,"Biography,  Drama,  History"
3055,7.1,"Biography,  Drama"
3056,7.6,"Comedy,  Fantasy,  Horror"
3057,5.3,"Comedy,  Romance"
3058,7.8,"Drama,  Romance"
3059,7.7,"Biography,  Drama,  History"
3060,7.7,"Crime,  Drama"
3061,5.4,"Comedy,  Music,  Romance"
3062,6.2,"Comedy,  Drama,  Romance"
3063,7.4,"Drama,  Music"
3064,6.2,"Drama,  Romance,  Thriller"
3065,5.1,"Adventure,  Drama,  Romance"
3068,6.8,"Biography,  Drama,  Music"
3069,7.4,"Fantasy,  Horror"
3071,5.8,"Horror,  Mystery"
3074,6.4,"Crime,  Drama,  Mystery,  Thriller"
3075,6.0,Drama
3076,6.9,"Comedy,  Romance"
3077,5.5,"Horror,  Sci-Fi,  Thriller"
3078,5.4,Horror
3079,8.3,"Adventure,  Mystery,  Sci-Fi"
3080,7.9,"Family,  Sci-Fi"
3081,6.5,"Comedy,  Drama,  Romance"
3087,6.6,"Drama,  History,  War"
3089,8.3,Drama
3091,6.2,"Horror,  Mystery"
3092,6.9,"Action,  Comedy,  War"
3093,5.9,"Comedy,  Sport"
3094,6.1,"Action,  Horror,  Sci-Fi,  Thriller"
3095,5.8,"Comedy,  Romance"
3096,7.3,Drama
3097,5.9,"Horror,  Mystery"
3098,5.5,"Drama,  Horror,  Mystery,  Thriller"
3099,5.0,"Comedy,  Drama,  Romance"
3100,7.0,"Drama,  Sport"
3102,6.4,"Comedy,  Drama,  Family,  Sport"
3103,5.9,"Horror,  Mystery,  Thriller"
3104,7.0,"Comedy,  Sport"
3105,6.1,"Horror,  Mystery"
3106,6.9,"Adventure,  Comedy,  Music,  Sci-Fi"
3107,7.5,"Drama,  Family,  Musical"
3108,7.3,"Comedy,  Drama"
3109,6.5,"Animation,  Comedy,  Family,  Mystery,  Sci-Fi"
3110,6.2,"Action,  Adventure,  Sci-Fi,  Thriller"
3112,6.0,"Horror,  Mystery,  Thriller"
3113,6.3,"Horror,  Mystery,  Thriller"
3114,5.8,"Comedy,  Drama"
3115,6.1,"Fantasy,  Horror,  Thriller"
3116,6.9,"Action,  Comedy,  Drama,  Music"
3117,8.3,"Comedy,  Crime"
3118,5.4,"Horror,  Sci-Fi"
3119,6.7,"Comedy,  Drama,  Music,  Romance"
3120,7.4,"Adventure,  Comedy,  Drama,  Fantasy"
3121,5.6,"Comedy,  Drama"
3122,6.5,"Fantasy,  Horror,  Sci-Fi"
3123,6.5,"Action,  Thriller"
3124,5.8,"Action,  Comedy,  Crime"
3125,5.0,"Drama,  Thriller"
3126,5.5,"Comedy,  Romance"
3127,6.5,"Comedy,  Romance"
3128,7.2,"Crime,  Drama"
3131,5.2,"Horror,  Mystery,  Thriller"
3132,5.7,"Drama,  Music"
3133,4.7,"Horror,  Mystery,  Thriller"
3134,5.9,"Mystery,  Sci-Fi,  Thriller"
3135,6.8,"Comedy,  Drama,  Music"
3136,5.9,"Drama,  Thriller"
3139,7.7,"Comedy,  Drama"
3140,4.4,"Action,  Sci-Fi,  Thriller"
3141,6.6,"Comedy,  Drama"
3142,6.7,"Drama,  Family"
3143,5.5,"Comedy,  Family,  Romance"
3144,6.5,"Drama,  Music,  Romance"
3145,6.2,"Action,  Comedy"
3146,7.1,"Comedy,  Horror,  Sci-Fi"
3147,6.1,"Horror,  Thriller"
3149,6.0,"Action,  Crime,  Drama,  Mystery,  Thriller"
3150,7.4,Drama
3151,5.9,"Comedy,  Crime"
3152,4.1,"Documentary,  Music"
3154,5.9,"Adventure,  Animation,  Comedy,  Family"
3155,7.0,"Biography,  Drama"
3156,6.8,"Comedy,  Crime,  Drama,  Thriller"
3157,7.4,"Drama,  Romance"
3158,7.1,"Mystery,  Thriller"
3159,7.0,"Adventure,  Drama"
3160,5.8,"Comedy,  Romance"
3161,7.8,Comedy
3162,6.5,"Comedy,  Romance,  Thriller"
3163,7.0,"Biography,  Crime,  Drama,  Romance"
3164,6.3,"Comedy,  Crime,  Thriller"
3165,5.3,"Comedy,  Romance"
3167,5.5,"Action,  Comedy,  Romance"
3168,7.4,"Crime,  Drama,  Thriller"
3169,4.3,Comedy
3170,6.0,"Action,  Romance,  Thriller"
3171,5.2,"Comedy,  Fantasy,  Romance"
3172,6.7,"Adventure,  Comedy,  Drama,  Romance,  Sci-Fi"
3175,8.6,"Crime,  Drama"
3176,6.1,"Action,  Horror,  Thriller"
3177,5.8,"Animation,  Comedy,  Family,  Fantasy,  Musical"
3178,7.7,"Drama,  Music,  Mystery,  Romance"
3179,8.0,"Biography,  Drama"
3180,5.6,"Action,  Crime,  Drama"
3181,6.7,"Comedy,  Drama"
3184,6.6,Drama
3185,4.1,"Comedy,  Family,  Romance"
3186,7.3,"Adventure,  Biography,  Drama,  War"
3188,6.5,"Comedy,  Drama"
3189,7.0,"Drama,  Romance"
3190,5.5,"Drama,  Mystery,  Sci-Fi"
3191,6.6,"Action,  Crime,  Drama,  Thriller"
3192,7.1,"Crime,  Drama,  Mystery,  Thriller"
3193,7.9,"Crime,  Drama,  Thriller"
