city,ranking,rating,reviews_number,cuisine_style
Copenhagen,1827.0,3.0,16.0,unknown
Copenhagen,1832.0,3.0,19.0,unknown
Copenhagen,1833.0,3.0,7.0," Fast Food, American"
Copenhagen,1834.0,3.0,31.0,unknown
Copenhagen,1835.0,3.0,23.0,Spanish
Copenhagen,1837.0,3.0,33.0,unknown
Copenhagen,1839.0,3.0,108.0,"Cafe,  European"
Copenhagen,1844.0,3.5,18.0," Sushi,  Japanese, Asian"
Copenhagen,1846.0,3.0,16.0,unknown
Copenhagen,1854.0,3.0,11.0,Italian
Copenhagen,1855.0,3.0,2.0,unknown
Copenhagen,1858.0,2.5,11.0,Thai
Copenhagen,1862.0,3.0,102.0," European,  Spanish, Mediterranean"
Copenhagen,1863.0,3.0,9.0,unknown
Copenhagen,1866.0,3.5,9.0,"Seafood,  Sushi,  Japanese,  Asian"
Copenhagen,1867.0,3.0,27.0,unknown
Copenhagen,1870.0,5.0,2.0,"Fast Food,  Danish,  Scandinavian"
Copenhagen,1873.0,2.5,11.0,Japanese
Copenhagen,1875.0,3.0,85.0," Latin, Mexican"
Copenhagen,1879.0,3.0,5.0,Thai
Copenhagen,1881.0,2.5,2.0,unknown
Copenhagen,1883.0,3.5,3.0," Barbecue, Pizza"
Copenhagen,1888.0,2.5,44.0,"Italian,  Pizza"
Copenhagen,1889.0,2.5,87.0," International,  Bar,  European,  Danish,  Scandinavian, Cafe"
Copenhagen,1895.0,3.0,8.0," Pizza,  Pakistani, Indian"
Copenhagen,1896.0,2.5,4.0,unknown
Copenhagen,1899.0,2.5,86.0,"European,  Danish"
Copenhagen,1901.0,2.5,149.0," European, Italian"
Copenhagen,1906.0,2.5,6.0,"American,  Grill,  Barbecue"
Copenhagen,1912.0,2.5,9.0, Fast Food
Copenhagen,1916.0,2.5,2.0,unknown
Copenhagen,1918.0,2.5,20.0,Steakhouse
Copenhagen,1919.0,2.5,82.0,Cafe
Copenhagen,1921.0,2.5,4.0,unknown
Copenhagen,1924.0,2.0,6.0,unknown
Copenhagen,1930.0,2.0,20.0," Japanese,  American,  Asian, Chinese,  Sushi"
Copenhagen,1931.0,2.0,19.0,Indian
Copenhagen,1933.0,3.0,2.0," Danish,  Contemporary, European,  Healthy"
Copenhagen,1937.0,2.0,NaN,Indian
Copenhagen,1938.0,2.0,NaN,unknown
Copenhagen,1940.0,2.0,NaN,unknown
Copenhagen,1942.0,2.0,10.0,Sushi
Copenhagen,1944.0,4.5,3.0," Healthy, European,  Danish"
Copenhagen,1949.0,2.0,4.0,American
Copenhagen,1952.0,1.5,7.0,unknown
Copenhagen,1955.0,1.5,2.0,Grill
Copenhagen,1956.0,3.0,4.0," Turkish,  Pizza, Italian,  Arabic"
Copenhagen,1957.0,2.5,4.0,"Italian,  Pizza"
Copenhagen,1964.0,1.0,NaN," Middle Eastern, Grill"
Dublin,8.0,4.5,832.0," European,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options,  Spanish, Mediterranean"
Dublin,9.0,4.5,533.0," Vegan Options,  Vegetarian Friendly,  Egyptian, Mediterranean,  Gluten Free Options,  Halal,  Middle Eastern"
Dublin,10.0,4.5,692.0," European,  Vegan Options,  Vegetarian Friendly, Irish"
Dublin,13.0,4.5,585.0," European,  Vegan Options, Irish,  Vegetarian Friendly,  Gluten Free Options"
Dublin,17.0,4.5,498.0," Halal,  Vegetarian Friendly,  Mediterranean,  Vegan Options,  Gluten Free Options,  Middle Eastern, Lebanese"
Dublin,18.0,4.5,486.0," Vegan Options,  European,  Vegetarian Friendly, Irish,  Cafe,  Gluten Free Options"
Dublin,19.0,4.5,670.0," European,  Gluten Free Options, Gastropub,  Vegetarian Friendly,  Pub,  Irish"
Dublin,20.0,4.5,400.0," Vegetarian Friendly, Irish,  Gluten Free Options"
Dublin,23.0,4.5,462.0," Vegetarian Friendly,  European,  Vegan Options,  Cafe,  Irish, Mediterranean"
Dublin,30.0,4.5,871.0," Vegan Options,  Gluten Free Options, French,  Vegetarian Friendly,  European"
Dublin,37.0,4.5,552.0," Gluten Free Options, Irish,  Bar,  Vegetarian Friendly,  Pub"
Dublin,41.0,4.5,537.0," Gluten Free Options, Italian,  European,  Vegetarian Friendly"
Dublin,43.0,4.5,359.0," Vegetarian Friendly,  Pub,  Gastropub, Irish,  European,  Bar,  Gluten Free Options"
Dublin,50.0,4.5,884.0," Gluten Free Options,  European,  Cafe,  Vegan Options,  British,  Vegetarian Friendly"
Dublin,53.0,4.5,1820.0," Gluten Free Options,  Soups, Irish,  Vegetarian Friendly,  European,  Seafood"
Dublin,57.0,4.5,3491.0," Vegetarian Friendly, Irish,  British,  Pub,  European,  Gluten Free Options,  Bar"
Dublin,63.0,4.5,1236.0," European,  Pub,  British,  Irish, Steakhouse,  Gluten Free Options,  Bar"
Dublin,72.0,4.5,545.0," Asian,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options,  Fusion, Japanese,  Sushi,  Seafood"
Dublin,75.0,4.5,616.0," Pizza,  European, Steakhouse,  Irish,  Vegan Options,  Gluten Free Options"
Dublin,78.0,4.5,2428.0," European, Irish,  Pub"
Dublin,79.0,4.5,1682.0," Bar,  Vegetarian Friendly,  Vegan Options, Irish,  Pub,  British,  Soups,  European"
Dublin,80.0,4.5,798.0," Sushi, Japanese,  Vegan Options,  Asian"
Dublin,85.0,4.5,227.0," Vegan Options,  Gastropub,  Gluten Free Options,  Pub,  Bar,  European, Irish,  Vegetarian Friendly"
Dublin,86.0,4.5,599.0," British, Irish,  Pub,  European,  Gluten Free Options,  Vegan Options,  Gastropub,  Vegetarian Friendly,  Bar"
Dublin,87.0,4.5,339.0," European,  Vegan Options,  Gluten Free Options,  Vegetarian Friendly, Irish"
Dublin,92.0,4.5,780.0," Gluten Free Options, Irish,  European,  Bar,  International,  Vegetarian Friendly,  Vegan Options,  Healthy,  Pub"
Dublin,102.0,4.5,304.0," Pub,  Bar, Irish"
Dublin,104.0,4.0,2591.0," Vegan Options,  Gluten Free Options,  Vegetarian Friendly, Irish,  European"
Dublin,112.0,4.5,459.0," Pizza, Italian,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options"
Dublin,113.0,4.5,2056.0," International,  European, Irish,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options"
Dublin,116.0,4.5,149.0," Vegan Options,  Asian, Japanese,  Gluten Free Options,  Vegetarian Friendly,  Sushi"
Dublin,118.0,4.5,1184.0," European, Irish,  Vegetarian Friendly,  Grill,  Gluten Free Options"
Dublin,120.0,4.5,263.0,Irish
Dublin,126.0,4.0,710.0," European,  Gluten Free Options,  International,  Vegetarian Friendly, Irish"
Dublin,128.0,4.0,778.0," Gluten Free Options,  Barbecue, American"
Dublin,129.0,4.0,1010.0," Vegetarian Friendly,  European,  Gluten Free Options, French"
Dublin,130.0,4.5,780.0," Vegetarian Friendly, Asian,  Vegan Options,  Gluten Free Options,  Thai"
Dublin,132.0,4.5,404.0," Vegetarian Friendly,  Bar,  Vegan Options, Irish,  International,  European,  Gluten Free Options"
Dublin,144.0,4.5,453.0," Thai,  Vegetarian Friendly,  Gluten Free Options,  Asian,  Vegan Options,  Fast Food"
Dublin,146.0,4.5,584.0,"Irish,  Vegetarian Friendly,  Cafe,  Vegan Options,  British,  Gluten Free Options,  European"
Dublin,149.0,4.5,551.0," Vegetarian Friendly,  European,  Gluten Free Options, Irish,  Pub,  Vegan Options,  Bar"
Dublin,151.0,4.0,867.0," Vegan Options,  European,  Vegetarian Friendly, Irish,  Gluten Free Options"
Dublin,155.0,4.0,1099.0,"Steakhouse,  Gluten Free Options,  European,  Vegetarian Friendly"
Dublin,156.0,4.0,1020.0," Vegan Options,  European,  Gluten Free Options,  International"
Dublin,158.0,4.5,268.0," Bar,  Pub, Irish,  Gluten Free Options,  Vegetarian Friendly"
Dublin,161.0,5.0,62.0," Vegetarian Friendly,  Mediterranean,  Fusion,  Gluten Free Options,  Vegan Options,  Croatian, European"
Dublin,162.0,4.5,250.0," Vegetarian Friendly,  Gluten Free Options,  Vegan Options,  Fusion, Indian"
Dublin,163.0,4.5,478.0," Vegan Options, Irish,  European,  Vegetarian Friendly,  Gluten Free Options"
Dublin,164.0,4.5,351.0," Bar,  Gluten Free Options,  European,  Vegetarian Friendly, Irish,  Pub"
Dublin,165.0,4.5,183.0," Bar,  Pub, Irish,  European,  Vegetarian Friendly"
Dublin,166.0,4.5,177.0," Cafe, Irish"
Dublin,168.0,4.5,308.0,"Italian,  European,  Vegetarian Friendly,  Pizza,  Gluten Free Options"
Dublin,169.0,4.5,502.0,"European,  Vegetarian Friendly,  Gluten Free Options"
Dublin,172.0,4.0,580.0," Irish,  Gluten Free Options,  Vegetarian Friendly,  Bar, American"
Dublin,174.0,4.5,208.0," European,  Gluten Free Options,  Bar, Irish,  Vegetarian Friendly"
Dublin,175.0,4.0,375.0," Pub, Irish,  British,  Bar,  Gastropub,  Vegetarian Friendly"
Dublin,179.0,4.5,731.0," Vegan Options,  European,  Gluten Free Options, French,  Vegetarian Friendly"
Dublin,183.0,4.5,524.0," Pizza,  Vegan Options,  European,  Wine Bar,  Vegetarian Friendly,  Gluten Free Options, Italian"
Dublin,190.0,4.0,2828.0,"American,  Bar,  Irish,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options"
Dublin,195.0,4.5,160.0," Vegetarian Friendly,  Vegan Options,  European, Italian,  Pizza"
Dublin,201.0,4.0,293.0," Gluten Free Options, Steakhouse,  Irish,  Pub,  Bar"
Dublin,202.0,4.5,212.0," Gluten Free Options,  Italian,  International,  Vegan Options,  Seafood,  Vegetarian Friendly, Steakhouse"
Dublin,208.0,4.0,469.0,"Italian,  Pizza,  Vegetarian Friendly,  Mediterranean"
Dublin,210.0,4.0,344.0,"Irish,  European,  Vegetarian Friendly,  Bar,  Gluten Free Options,  Pub"
Dublin,211.0,4.5,158.0,"Bar,  Pub"
Dublin,212.0,4.5,542.0,"Mexican,  Central American,  Vegetarian Friendly,  Vegan Options,  Fast Food,  Latin"
Dublin,214.0,4.5,274.0," Gastropub, Irish,  Bar,  Pub,  European,  Vegetarian Friendly"
Dublin,215.0,4.0,1774.0,"Irish,  Vegetarian Friendly,  British,  European,  Soups,  Bar"
Dublin,217.0,4.0,396.0," Cafe, Irish,  European,  Vegetarian Friendly,  Gluten Free Options,  Soups"
Dublin,219.0,4.5,410.0," European, Irish"
Dublin,221.0,4.5,236.0," European, Irish,  Vegetarian Friendly"
Dublin,222.0,4.0,1838.0," Vegan Options,  Bar,  Cafe,  Vegetarian Friendly,  Gluten Free Options, American"
Dublin,223.0,4.5,259.0," Vegan Options,  Vegetarian Friendly, Thai,  Gluten Free Options"
Dublin,226.0,4.5,109.0," Vegan Options,  Gluten Free Options,  Vegetarian Friendly, Cafe"
Dublin,228.0,4.5,119.0," European,  Gluten Free Options,  Pizza,  Wine Bar, Italian,  Vegetarian Friendly,  Mediterranean"
Dublin,229.0,4.5,213.0," Cafe,  Vegetarian Friendly,  European,  Vegan Options,  Soups,  Gluten Free Options, Irish"
Dublin,231.0,4.0,546.0," Vegetarian Friendly, Mediterranean,  European,  Spanish,  Vegan Options,  Gluten Free Options"
Dublin,232.0,4.5,324.0,"Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options,  Vietnamese,  Soups"
Dublin,234.0,4.5,144.0," Gluten Free Options,  Soups,  Vegetarian Friendly, Cafe"
Dublin,237.0,4.0,459.0," Pub,  Bar, Irish"
Dublin,238.0,4.5,118.0," Vegan Options, Irish,  Vegetarian Friendly,  European,  Gluten Free Options"
Dublin,239.0,4.0,536.0," Healthy,  International, Irish,  Bar,  Vegan Options,  European,  Vegetarian Friendly,  Gluten Free Options"
Dublin,240.0,4.0,789.0," Vegetarian Friendly,  European,  Gluten Free Options, Bar,  Spanish,  Vegan Options"
Dublin,241.0,4.5,281.0," European, Irish,  Bar,  Vegetarian Friendly"
Dublin,243.0,4.0,343.0," European,  Pub,  Bar,  Gluten Free Options, Irish,  British"
Dublin,245.0,4.5,160.0," Cafe,  Vegetarian Friendly, Irish"
Dublin,249.0,4.0,686.0," European,  Gluten Free Options,  Vegetarian Friendly,  Vegan Options, Irish"
Dublin,251.0,5.0,65.0," Fast Food,  Latin, Mexican,  Central American,  Vegetarian Friendly"
Dublin,253.0,4.5,117.0," Gastropub, Irish,  European,  Bar,  Gluten Free Options,  Vegan Options,  Pub,  Vegetarian Friendly"
Dublin,254.0,4.5,165.0," European, Irish,  Bar,  Pub"
Dublin,257.0,4.5,88.0," Pub, Irish,  Bar"
Dublin,262.0,4.0,560.0," European, Irish,  Gluten Free Options,  Wine Bar,  Vegetarian Friendly,  International,  Bar"
Dublin,269.0,4.0,637.0," European,  Gluten Free Options, Irish,  Vegetarian Friendly"
Dublin,270.0,4.5,189.0," European,  Pub,  Bar, Irish"
Dublin,275.0,4.0,782.0," Gluten Free Options,  European, Italian,  Pizza,  International,  Vegetarian Friendly"
Dublin,279.0,4.0,305.0," Irish,  European, Steakhouse,  Gluten Free Options"
Dublin,280.0,4.0,257.0,"Italian,  Vegan Options,  Gluten Free Options,  Vegetarian Friendly,  European"
Dublin,283.0,4.5,104.0," European, Steakhouse,  Irish,  Gluten Free Options,  Vegetarian Friendly"
Dublin,285.0,4.5,74.0,"Irish,  Gluten Free Options,  Vegetarian Friendly,  European"
Dublin,287.0,4.5,93.0," Bar, American,  Irish"
Dublin,299.0,4.5,164.0," Vegan Options,  Vegetarian Friendly, Japanese,  Healthy,  Gluten Free Options,  Asian,  Sushi"
Dublin,300.0,4.5,250.0," Vegetarian Friendly,  Gluten Free Options,  Pizza,  Vegan Options, Irish"
Dublin,304.0,4.0,230.0," Pizza, Italian,  Gluten Free Options,  European,  Vegetarian Friendly"
Dublin,306.0,4.5,175.0,unknown
Dublin,307.0,4.5,257.0," Asian, Indian,  Vegan Options,  Gluten Free Options,  Vegetarian Friendly,  Balti"
Dublin,316.0,4.5,520.0," Vegetarian Friendly,  Vegan Options,  Balti,  Nepali,  Asian,  Gluten Free Options, Indian"
Dublin,318.0,4.5,271.0," Pub,  Bar, Irish"
Dublin,322.0,4.5,130.0," Vegetarian Friendly,  Gluten Free Options,  European, Italian,  Pizza"
Dublin,323.0,4.5,55.0,"Greek,  Vegan Options,  Vegetarian Friendly"
Dublin,324.0,4.0,282.0," Barbecue,  Middle Eastern, Cajun & Creole,  Vegetarian Friendly,  Afghani,  Street Food,  Gluten Free Options"
Dublin,325.0,4.0,454.0," Vegan Options, Asian,  Vegetarian Friendly,  Gluten Free Options,  Thai"
Dublin,328.0,4.0,216.0," Bar,  European,  Vegetarian Friendly,  Pub,  Gluten Free Options, Irish"
Dublin,330.0,4.5,178.0," Gluten Free Options, Irish,  European,  International,  Vegetarian Friendly"
Dublin,332.0,4.0,281.0,"Irish,  Pub"
Dublin,333.0,5.0,92.0," Gluten Free Options,  Seafood,  European"
Dublin,334.0,4.0,250.0," Vegetarian Friendly,  Vegan Options,  European, Irish,  Gluten Free Options"
Dublin,337.0,4.5,141.0," Vegan Options,  Pub,  Vegetarian Friendly, Bar,  Pizza"
Dublin,338.0,4.0,149.0," European,  Seafood,  Gluten Free Options, Irish,  Fast Food"
Dublin,340.0,4.5,282.0,"Irish,  European,  Bar,  Gluten Free Options"
Dublin,346.0,4.0,267.0," Gluten Free Options,  Cafe,  European, Irish"
Dublin,349.0,4.0,192.0," Bar,  Pub, Irish"
Dublin,352.0,4.5,136.0," Gluten Free Options,  Irish, European,  Vegan Options"
Dublin,353.0,4.0,272.0," European,  Vegetarian Friendly,  Pizza,  Gluten Free Options, Italian,  Vegan Options"
Dublin,355.0,4.0,323.0," Gluten Free Options,  Pub,  Vegetarian Friendly, Irish,  Bar"
Dublin,358.0,4.5,177.0," Gluten Free Options,  Bar,  Irish, European,  Vegan Options,  Pub,  Vegetarian Friendly"
Dublin,360.0,4.0,340.0," Seafood,  European,  Gluten Free Options"
Dublin,363.0,4.5,126.0,"Lebanese,  Middle Eastern,  Halal,  Vegan Options,  Mediterranean,  Vegetarian Friendly"
Dublin,365.0,4.5,92.0,Irish
Dublin,368.0,4.0,320.0,"Irish,  Vegetarian Friendly,  British,  Gluten Free Options,  European"
Dublin,370.0,4.5,123.0," Vegetarian Friendly,  Gastropub,  Gluten Free Options, Irish,  Pub,  Bar"
Dublin,375.0,4.0,607.0," European,  Pizza, Italian,  Gluten Free Options,  Vegan Options"
Dublin,382.0,4.5,218.0," Pizza, Italian,  Vegetarian Friendly,  Gluten Free Options"
Dublin,383.0,4.0,547.0,"Irish,  Seafood,  Gluten Free Options,  European,  Soups"
Dublin,386.0,4.0,137.0," European,  Bar, Irish,  Pub"
Dublin,394.0,4.0,456.0," Pub,  European,  Bar,  Gluten Free Options,  Vegetarian Friendly, Irish"
Dublin,396.0,4.0,170.0," Vegan Options,  Gluten Free Options,  European,  Irish,  Vegetarian Friendly, Steakhouse"
Dublin,398.0,4.5,99.0,Seafood
Dublin,400.0,4.5,144.0," American, Irish,  Bar,  Vegetarian Friendly,  Gastropub,  Pub,  European"
Dublin,403.0,4.5,122.0,"Bar,  Gastropub,  Pub,  Gluten Free Options,  Irish"
Dublin,404.0,4.5,275.0," Asian, Indian,  Vegetarian Friendly"
Dublin,405.0,4.0,219.0," Contemporary,  Gluten Free Options, Bar,  European,  Vegetarian Friendly"
Dublin,408.0,4.0,240.0," European,  Gluten Free Options, Irish,  Pub,  Bar,  Gastropub"
Dublin,413.0,4.5,89.0,"Italian,  Vegetarian Friendly,  European"
Dublin,416.0,4.0,226.0," Gluten Free Options,  Vegetarian Friendly, Italian,  Pizza"
Dublin,420.0,4.0,243.0," Sushi,  Gluten Free Options,  Vegetarian Friendly, Japanese,  Asian"
Dublin,421.0,4.0,139.0,"Irish,  Bar,  Pub"
Dublin,423.0,4.5,70.0," Vegetarian Friendly,  Pizza,  European, Italian"
Dublin,430.0,4.5,302.0," Vegetarian Friendly, Steakhouse,  Mexican,  Cafe"
Dublin,434.0,4.0,282.0," Irish,  Gluten Free Options, Steakhouse,  European"
Dublin,436.0,4.5,78.0," Asian,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options, Indian"
Dublin,439.0,4.5,32.0," International,  Vegan Options,  Gluten Free Options, Irish,  Vegetarian Friendly,  European,  Cafe"
Dublin,440.0,4.5,67.0,unknown
Dublin,442.0,4.5,73.0," Gluten Free Options, Cafe,  Healthy"
Dublin,446.0,4.0,232.0," Bar,  Pub, Irish,  Vegetarian Friendly,  Gluten Free Options"
Dublin,449.0,3.5,904.0," Vegetarian Friendly, Irish,  International,  Gastropub,  Vegan Options,  Grill"
Dublin,451.0,4.0,102.0," Bar,  Vegetarian Friendly,  Gluten Free Options, Irish,  European"
Dublin,452.0,4.0,181.0,"Bar,  Central European,  Eastern European,  Czech,  European,  Vegetarian Friendly"
Dublin,453.0,4.0,280.0," Vegetarian Friendly,  Gluten Free Options,  European, French"
Dublin,454.0,4.0,116.0," European,  Pub, Irish,  British,  Bar"
Dublin,455.0,4.0,131.0," Vegetarian Friendly,  International,  Vegan Options,  Gluten Free Options,  Cafe, Irish,  European"
Dublin,456.0,4.0,240.0," British,  Gluten Free Options,  Fast Food, Irish,  Seafood"
Dublin,461.0,4.0,282.0," Gluten Free Options,  European,  Seafood, Steakhouse"
Dublin,469.0,4.0,345.0," Grill,  Vegetarian Friendly, Wine Bar,  Bar,  Contemporary"
Dublin,470.0,4.5,162.0,"Asian,  Gluten Free Options,  Thai,  Vegetarian Friendly"
Dublin,474.0,4.0,351.0," Barbecue,  Gluten Free Options"
Dublin,476.0,4.0,79.0," Vegan Options,  European,  Gluten Free Options, Irish,  Vegetarian Friendly"
Dublin,482.0,4.5,135.0," Vegetarian Friendly, Cafe,  Gluten Free Options,  European,  Vegan Options"
Dublin,485.0,3.5,587.0,"American,  Vegetarian Friendly,  Contemporary,  Fast Food,  Gluten Free Options,  Grill"
Dublin,490.0,4.0,153.0," Gastropub, Irish"
Dublin,491.0,4.5,84.0," European,  Healthy, Cafe,  Vegan Options,  Vegetarian Friendly"
Dublin,492.0,4.5,57.0," European, Bar"
Dublin,502.0,4.0,167.0,"Japanese,  Asian,  Sushi"
Dublin,504.0,3.5,718.0,"Irish,  Fast Food,  Seafood,  British,  Gluten Free Options"
Dublin,516.0,4.0,171.0," Bar,  Pub, Irish"
Dublin,517.0,4.0,96.0," Vegetarian Friendly, Irish,  Pub,  Bar"
Dublin,518.0,4.5,101.0,"Cafe,  Thai,  Vegetarian Friendly,  Gluten Free Options"
Dublin,519.0,4.5,157.0,"Italian,  European"
Dublin,522.0,4.5,97.0," Pub, Bar"
Dublin,529.0,3.5,297.0,"Italian,  Gluten Free Options,  European,  Pizza,  Vegetarian Friendly,  Vegan Options"
Dublin,532.0,4.5,90.0,"Indian,  Gluten Free Options,  Vegetarian Friendly,  Vegan Options,  Asian"
Dublin,536.0,4.5,43.0," Vegan Options, Irish,  Cafe,  Vegetarian Friendly,  Gluten Free Options"
Dublin,538.0,4.5,60.0,"Cafe,  Vegetarian Friendly"
Dublin,541.0,4.0,360.0," Gluten Free Options,  Vegetarian Friendly"
Dublin,545.0,4.0,89.0,"Chinese,  Fast Food,  Asian"
Dublin,549.0,4.5,29.0,"European,  Wine Bar,  Vegetarian Friendly"
Dublin,551.0,4.0,118.0," Gluten Free Options,  Vegetarian Friendly,  European, Irish"
Dublin,554.0,4.5,76.0," Gluten Free Options, Vegetarian Friendly,  Vegan Options"
Dublin,557.0,4.0,65.0," European,  Gluten Free Options,  Irish,  Vegan Options,  Vegetarian Friendly, Cafe"
Dublin,561.0,4.0,87.0," European,  Vegetarian Friendly,  Gluten Free Options"
Dublin,562.0,4.0,162.0," Seafood, Irish,  Vegetarian Friendly,  European,  Gluten Free Options"
Dublin,566.0,3.5,681.0," Vegetarian Friendly,  Bar, American"
Dublin,569.0,4.0,228.0," Moroccan,  Vegetarian Friendly, African,  Halal,  Mediterranean"
Dublin,570.0,4.0,104.0,"Irish,  Pub,  Bar"
Dublin,571.0,4.0,155.0,"Irish,  Bar,  European,  Pub"
Dublin,576.0,5.0,29.0,"Irish,  European,  Cafe,  Vegetarian Friendly,  Fusion"
Dublin,585.0,4.0,239.0," Asian, Chinese,  Vegetarian Friendly"
Dublin,586.0,4.0,148.0," Gluten Free Options,  Mediterranean,  Middle Eastern,  Halal, Lebanese,  Vegetarian Friendly,  Vegan Options"
Dublin,588.0,4.0,264.0," Gluten Free Options, Italian,  European,  Vegetarian Friendly"
Dublin,590.0,4.0,50.0," Vegetarian Friendly,  Gluten Free Options,  Vegan Options, Delicatessen"
Dublin,602.0,4.0,101.0,"French,  Cafe,  Gluten Free Options,  European,  Vegetarian Friendly"
Dublin,603.0,4.0,135.0," Gluten Free Options, Asian,  Fusion,  Vegetarian Friendly"
Dublin,611.0,4.0,279.0," Irish,  European,  Pub, International,  Bar"
Dublin,612.0,4.0,127.0," Cafe,  European,  Delicatessen"
Dublin,616.0,4.0,62.0," Vegan Options,  Vegetarian Friendly, Cafe,  Gluten Free Options"
Dublin,618.0,4.5,67.0,"Indian,  Gluten Free Options,  Vegetarian Friendly,  Pakistani"
Dublin,620.0,4.0,209.0," Thai,  Gluten Free Options,  Fusion,  Vegetarian Friendly, Asian"
Dublin,621.0,4.0,92.0,"Irish,  European,  Bar"
Dublin,622.0,4.0,77.0," Vegetarian Friendly, Irish,  Cafe"
Dublin,624.0,4.5,73.0," Irish, European,  Contemporary,  Pub,  Bar"
Dublin,625.0,4.5,75.0," Vegetarian Friendly,  Wine Bar, Cafe"
Dublin,631.0,4.5,39.0," Vegetarian Friendly, Irish,  European,  Cafe"
Dublin,633.0,5.0,18.0," Fast Food, Mexican,  Vegetarian Friendly,  Vegan Options"
Dublin,636.0,3.5,258.0,"Fast Food,  European"
Dublin,637.0,4.0,185.0," Irish, Steakhouse,  Gluten Free Options"
Dublin,649.0,4.0,64.0," Irish,  Vegan Options,  Vegetarian Friendly, American,  European"
Dublin,652.0,4.5,50.0," Vegetarian Friendly, Chinese,  Asian"
Dublin,653.0,4.5,126.0,"Cafe,  European,  Vegetarian Friendly,  Gluten Free Options"
Dublin,656.0,4.0,76.0," Seafood,  Irish, Fast Food,  Gluten Free Options"
Dublin,658.0,5.0,20.0," Pub,  Vegetarian Friendly, Bar"
Dublin,663.0,4.5,74.0," Gluten Free Options, Irish,  European"
Dublin,664.0,4.0,164.0," Mediterranean,  European,  Pizza, Italian,  Vegetarian Friendly"
Dublin,666.0,4.0,100.0," Vegetarian Friendly, Cafe,  Gluten Free Options"
Dublin,672.0,4.0,168.0," Bar,  Pub, Irish"
Dublin,673.0,4.0,152.0,"Cafe,  Vegetarian Friendly,  Vegan Options,  European,  Gluten Free Options"
Dublin,678.0,4.5,79.0,"Irish,  Vegetarian Friendly,  Healthy,  Steakhouse,  European"
Dublin,680.0,4.0,98.0," Gluten Free Options,  European"
Dublin,687.0,4.0,199.0," Middle Eastern,  Vegetarian Friendly,  Mediterranean,  Vegan Options, Lebanese,  Gluten Free Options"
Dublin,693.0,4.5,34.0," Gastropub,  European,  American"
Dublin,695.0,4.0,64.0,"Pizza,  Fast Food,  Italian"
Dublin,697.0,4.0,84.0," Gluten Free Options,  Wine Bar,  European,  Cafe, Irish,  Vegetarian Friendly"
Dublin,702.0,4.5,26.0," Gluten Free Options,  Vegetarian Friendly,  Vegan Options, Street Food"
Dublin,712.0,4.0,58.0,"Irish,  Cafe,  Vegetarian Friendly"
Dublin,714.0,4.5,41.0," European,  Cafe,  Vegetarian Friendly,  Vegan Options"
Dublin,715.0,4.5,66.0," Cafe, Irish"
Dublin,719.0,4.0,185.0," Gluten Free Options,  Vegetarian Friendly,  Vegan Options,  Balti,  Asian, Indian"
Dublin,731.0,4.0,54.0," Pub, Irish,  Bar"
Dublin,733.0,4.5,50.0," Fast Food, American"
Dublin,734.0,4.0,94.0,"Irish,  Pub"
Dublin,735.0,4.5,25.0," Vegetarian Friendly, Asian"
Dublin,740.0,4.0,62.0," Bar,  Pub, Irish"
Dublin,743.0,4.5,19.0," Thai,  Vegetarian Friendly, Asian,  Vegan Options"
Dublin,745.0,4.0,64.0," Vegan Options,  Gluten Free Options,  European,  Vegetarian Friendly,  Cafe, Irish"
Dublin,746.0,4.0,102.0," Vegetarian Friendly,  Bar, Irish,  Gastropub,  Pub,  European,  Gluten Free Options"
Dublin,747.0,3.5,436.0,"Steakhouse,  European"
Dublin,753.0,4.0,73.0," Irish,  Gluten Free Options,  Vegetarian Friendly, Cafe"
Dublin,754.0,4.0,68.0," Gluten Free Options,  Seafood,  European, Irish"
Dublin,755.0,4.5,71.0,"Italian,  Pizza,  European"
Dublin,758.0,4.0,58.0,"Pizza,  Fast Food"
Dublin,762.0,4.0,103.0," European, Italian,  International,  Vegetarian Friendly,  Gluten Free Options,  Pizza"
Dublin,767.0,4.0,278.0," Spanish, European,  Gluten Free Options,  Vegetarian Friendly"
Dublin,768.0,4.0,44.0," Pub, Bar"
Dublin,775.0,4.5,13.0," Irish,  Bar,  Pub, American,  Gastropub"
Dublin,776.0,4.0,47.0," Wine Bar,  Vegetarian Friendly, European"
Dublin,780.0,5.0,11.0," Healthy,  Thai,  Asian, Japanese,  Street Food,  Chinese"
Dublin,782.0,5.0,20.0,"Cafe,  Vegan Options,  Vegetarian Friendly"
Dublin,783.0,4.5,27.0,"Cafe,  Italian,  European"
Dublin,784.0,4.0,27.0," Asian,  Healthy,  Vegetarian Friendly, Thai"
Dublin,785.0,3.5,188.0," Bar,  European, Irish,  Pub"
Dublin,788.0,4.0,74.0,"Chinese,  Vegetarian Friendly"
Dublin,790.0,4.5,52.0,"Indian,  Nepali,  Vegan Options,  Asian,  Vegetarian Friendly"
