Index,budget,revenue,original_title,release_year,genres
5289,0,43312294,The Edge,1997,"Thriller, Adventure, Drama, Action"
5290,27000000,60527873,Kiss the Girls,1997,"Crime, Mystery, Drama, Thriller"
5291,50000000,50068310,Absolute Power,1997,"Crime, Thriller, Drama"
5292,25000000,36400360,Vegas Vacation,1997,Comedy
5293,19000000,6682098,U Turn,1997,Thriller
5294,0,0,The Land Before Time V: The Mysterious Island,1997,"Family, Adventure, Animation"
5295,30000000,25480490,Mimic,1997,"Horror, Thriller, Fantasy"
5296,20000000,5716080,One Eight Seven,1997,"Drama, Thriller"
5297,0,29481428,Fools Rush In,1997,"Comedy, Romance, Drama"
5298,40000000,87840042,Spawn,1997,"Science Fiction, Fantasy, Action, Horror, Adventure"
5299,50000000,0,The Peacemaker,1997,"Action, Thriller"
5300,250000,501818,Cube,1997,"Science Fiction, Thriller, Mystery"
5301,28000000,5684789,Kundun,1997,Drama
5302,80000000,17626234,The Postman,1997,"Drama, Adventure"
5303,50000000,48169156,G.I. Jane,1997,"Action, Drama"
5304,60000000,33956608,The Relic,1997,"Mystery, Thriller, Horror"
5305,0,0,Jungle 2 Jungle,1997,"Family, Comedy"
5307,0,1179002,Nightwatch,1997,"Mystery, Drama, Thriller, Action, Horror"
5308,12000000,0,A Life Less Ordinary,1997,"Comedy, Thriller, Fantasy, Drama, Science Fiction"
5309,1000000,0,Orgazmo,1997,Comedy
5310,0,0,Deconstructing Harry,1997,"Drama, Comedy"
5311,0,0,Geri's Game,1997,"Animation, Family"
5312,30000000,0,Hoodlum,1997,"Drama, Crime"
5314,85000000,0,Fathers' Day,1997,"Family, Comedy"
5315,60000000,16000000,Fire Down Below,1997,"Crime, Thriller, Adventure, Action"
5316,30000000,0,Double Team,1997,"Thriller, Action"
5317,38000000,122417389,MouseHunt,1997,"Comedy, Family"
5318,5000000,3263585,The Sweet Hereafter,1997,Drama
5319,0,0,Pooh's Grand Adventure: The Search for Christopher Robin,1997,"Family, Animation"
5320,30000000,0,Mr. Magoo,1997,"Comedy, Family"
5321,5000000,0,The Apostle,1997,Drama
5322,15000000,44862187,Cop Land,1997,"Drama, Crime, Action"
5323,35000000,0,Smilla's Sense of Snow,1997,"Crime, Drama, Action, Thriller, Mystery"
5324,20000000,60000000,Selena,1997,"Drama, Documentary"
5325,25000000,100000000,Spice World - The Movie,1997,"Comedy, Adventure, Fantasy, Drama, Music"
5326,18000000,8038061,The Ice Storm,1997,Drama
5327,0,0,Trucks,1997,"Drama, Thriller, Horror, Science Fiction"
5328,3000000,23144499,Air Bud,1997,"Drama, Comedy, Family"
5329,0,29235353,Romy and Michele's High School Reunion,1997,Comedy
5330,0,0,The Shining,1997,"Drama, Horror, Thriller, TV Movie"
5331,25000000,0,Nothing to Lose,1997,"Adventure, Comedy, Action"
5332,32000000,3566637,Cats Don't Dance,1997,"Family, Comedy, Music, Animation"
5333,0,0,Robinson Crusoe,1997,"Adventure, Drama, Action"
5334,30000000,51376861,Mortal Kombat: Annihilation,1997,"Fantasy, Action, Science Fiction"
5335,0,0,Casper: A Spirited Beginning,1997,"Family, Comedy"
5336,55000000,31987563,Metro,1997,"Action, Comedy, Adventure, Crime, Thriller"
5337,0,0,The Assignment,1997,"Drama, Thriller, Adventure, Action"
5338,0,0,Gridlock'd,1997,"Drama, Comedy"
5339,0,0,Snow White: A Tale of Terror,1997,"Horror, Fantasy"
5340,5000000,15738769,Wishmaster,1997,Horror
5341,35000000,31611225,For Richer or Poorer,1997,Comedy
5342,48000000,0,Red Corner,1997,"Crime, Thriller, Drama"
5343,10000000,17979739,Turbo: A Power Rangers Movie,1997,"Action, Fantasy, Science Fiction, Family, Adventure"
5344,0,0,Beverly Hills Ninja,1997,"Comedy, Action"
5345,29000000,0,The Borrowers,1997,"Family, Adventure, Comedy, Fantasy, Action"
5347,0,0,Money Talks,1997,"Comedy, Adventure, Action"
5348,20000000,13801755,The Man Who Knew Too Little,1997,"Comedy, Thriller, Action, Crime"
5349,55000000,11466088,Turbulence,1997,"Thriller, Action, Crime"
5350,0,0,Bent,1997,"Romance, Drama, History"
5351,0,0,The Night Flier,1997,"Horror, Drama"
5352,0,0,In the Company of Men,1997,"Comedy, Drama"
5353,0,9381260,Fierce Creatures,1997,"Comedy, Romance"
5354,16000000,1686429,Steel,1997,"Action, Adventure, Science Fiction"
5355,17000000,0,The Pest,1997,"Comedy, Action"
5356,7000000,0,Lawn Dogs,1997,Drama
5357,0,0,Retroactive,1997,"Thriller, Science Fiction"
5358,28000000,41230799,Private Parts,1997,"Drama, Comedy"
5360,0,0,Mrs Brown,1997,"Drama, History, Romance"
5361,0,0,The Butcher Boy,1997,"Drama, Foreign, Comedy"
5362,12000000,4000000,Playing God,1997,"Crime, Thriller, Action, Drama"
5363,0,0,The Odyssey,1997,"Family, Fantasy, Action"
5364,19000000,44332015,Picture Perfect,1997,"Romance, Comedy"
5365,35000000,791830,Anna Karenina,1997,"Romance, Drama"
5366,0,0,Free Willy 3: The Rescue,1997,"Family, Drama"
5367,0,34673095,Addicted to Love,1997,"Romance, Comedy"
5368,16000000,0,The Beautician and the Beast,1997,"Romance, Comedy"
5370,0,0,The Boxer,1997,"Drama, Romance"
5371,0,0,Excess Baggage,1997,"Romance, Comedy, Action"
5372,25000000,11838218,Most Wanted,1997,"Thriller, Action"
5373,0,27354,Nowhere,1997,"Science Fiction, Comedy, Drama"
5374,0,0,The Spanish Prisoner,1997,"Drama, Mystery, Crime, Thriller"
5375,0,0,Out to Sea,1997,"Comedy, Romance"
5376,9000000,0,Nil by Mouth,1997,Drama
5378,0,0,The Wings of the Dove,1997,"Romance, Drama"
5380,35000000,25105255,Midnight in the Garden of Good and Evil,1997,"Mystery, Drama, Crime, Thriller"
5381,0,0,12 Angry Men,1997,"Crime, Drama"
5382,0,0,Fever Pitch,1997,"Romance, Comedy"
5383,0,0,A Simple Wish,1997,"Action, Comedy, Adventure, Family, Fantasy"
5384,53000000,0,Gone Fishin',1997,"Family, Comedy"
5385,0,0,The 6th Man,1997,"Science Fiction, Comedy, Fantasy, Drama"
5386,22000000,26570463,An American Werewolf in Paris,1997,"Horror, Comedy"
5387,36000000,74000000,Amistad,1997,"Mystery, Drama, History"
5388,15000000,0,Trojan War,1997,Comedy
5389,6000000,6330054,Affliction,1997,Drama
5390,30000000,13130349,Rosewood,1997,"History, Drama"
5391,73000000,229074524,The Lost World: Jurassic Park,1997,"Action, Science Fiction, Adventure"
5392,37000000,6482195,Switchback,1997,"Adventure, Mystery, Action, Thriller"
5393,0,7240837,B.A.P.S.,1997,"Action, Comedy"
5394,0,310724,"O Que Ã‰ Isso, Companheiro?",1997,"Action, Foreign, Drama, Thriller, History"
5395,0,20060051,Booty Call,1997,Comedy
5396,0,5790448,Gang Related,1997,"Action, Drama"
5397,18000000,0,She's So Lovely,1997,"Romance, Thriller, Drama"
5398,0,0,Tower of Terror,1997,"Horror, Thriller, Family, Comedy"
5400,16000000,0,RocketMan,1997,"Science Fiction, Family, Comedy"
5401,1300000,0,Gummo,1997,Drama
5402,4000000,29456000,La vÃ©ritÃ© si je mens !,1997,Comedy
5403,0,0,Cinderella,1997,"Family, Music, Romance, Fantasy, Science Fiction"
5404,0,0,Wild America,1997,Family
5405,0,0,Hugo Pool,1997,"Romance, Comedy"
5407,0,4529843,McHale's Navy,1997,"Action, Romance, Comedy"
5408,0,0,Kull the Conqueror,1997,"Adventure, Action, Science Fiction, Fantasy"
5409,0,0,Toothless,1997,"Fantasy, Comedy, Romance"
5410,0,0,Leave it to Beaver,1997,"Adventure, Drama, Family, Comedy"
5411,0,5926128,Inventing the Abbotts,1997,"Romance, Drama"
5412,0,0,Good Burger,1997,"Family, Comedy"
5414,0,0,Soul Food,1997,"Drama, Comedy"
5415,786675,861789,The Castle,1997,"Drama, Comedy"
5416,0,0,Twin Town,1997,"Comedy, Drama"
5417,0,0,Didier,1997,Comedy
5418,0,0,Jack Frost,1997,"Horror, Fantasy, Comedy"
5419,0,0,Le Pari,1997,Comedy
5420,0,1334786,Henry Fool,1997,"Comedy, Drama"
5422,150000000,1274219009,Frozen,2013,"Animation, Family, Adventure"
5423,105000000,716392705,Gravity,2013,"Drama, Science Fiction, Thriller"
5424,170000000,479765000,Thor: The Dark World,2013,"Adventure, Action, Fantasy"
5425,200000000,1215439994,Iron Man 3,2013,"Science Fiction, Action, Adventure"
5426,75000000,117698894,Now You See Me,2013,"Crime, Thriller"
5427,130000000,847423452,The Hunger Games: Catching Fire,2013,"Action, Thriller, Adventure, Science Fiction"
5428,100000000,392000694,The Wolf of Wall Street,2013,"Comedy, Drama, Crime"
5429,180000000,407602906,Pacific Rim,2013,"Adventure, Action, Science Fiction"
5430,120000000,286168572,Oblivion,2013,"Mystery, Action, Science Fiction, Adventure"
5431,250000000,958400000,The Hobbit: The Desolation of Smaug,2013,"Adventure, Fantasy"
5432,225000000,662845518,Man of Steel,2013,"Adventure, Fantasy, Action, Science Fiction"
5433,23000000,47351251,Her,2013,"Romance, Drama, Science Fiction"
5434,76000000,970761885,Despicable Me 2,2013,"Comedy, Animation, Family"
5435,190000000,467365246,Star Trek Into Darkness,2013,"Action, Science Fiction, Adventure"
5436,20000000,187000000,12 Years a Slave,2013,"Drama, History"
5437,38000000,98337295,Riddick,2013,"Action, Science Fiction, Thriller"
5438,13000000,318000141,The Conjuring,2013,"Horror, Thriller"
5439,105000000,351040419,The Great Gatsby,2013,"Romance, Drama"
5440,0,2227167,Nymphomaniac: Vol. II,2013,"Mystery, Drama"
5441,115000000,286140700,Elysium,2013,"Action, Drama, Science Fiction, Thriller"
5442,92000000,304654182,A Good Day to Die Hard,2013,"Action, Thriller"
5443,3000000,89328627,The Purge,2013,"Thriller, Horror, Science Fiction"
5444,200000000,743559607,Monsters University,2013,"Family, Animation"
5445,200000000,531865000,World War Z,2013,"Horror, Science Fiction, Action, Thriller, Drama"
5446,90000000,188133322,The Secret Life of Walter Mitty,2013,"Fantasy, Comedy, Drama, Adventure"
5447,110000000,125537191,Ender's Game,2013,"Adventure, Science Fiction, Action"
5448,37000000,269994119,We're the Millers,2013,"Comedy, Crime"
5449,61000000,131940411,2 Guns,2013,"Action, Drama, Comedy, Crime, Thriller"
5450,0,87100449,About Time,2013,"Drama, Comedy, Science Fiction"
5451,38000000,90247624,Rush,2013,"Drama, Action"
5452,130000000,371876278,G.I. Joe: Retaliation,2013,"Science Fiction, Thriller, Action, Adventure"
5453,11000000,32935319,Inside Llewyn Davis,2013,"Drama, Music"
5454,70000000,161025640,Olympus Has Fallen,2013,"Thriller, Action"
5455,90000000,174578751,Percy Jackson: Sea of Monsters,2013,"Family, Adventure, Fantasy"
5456,46000000,122126687,Prisoners,2013,"Thriller, Drama, Crime"
5457,20000000,0,The World's End,2013,"Science Fiction, Action, Comedy"
5458,40000000,251171807,American Hustle,2013,"Drama, Crime"
5459,35000000,116980662,Warm Bodies,2013,"Horror, Comedy, Romance"
5460,6000000,0,Don Jon,2013,"Comedy, Drama"
5461,50000000,224803475,Hansel & Gretel: Witch Hunters,2013,"Fantasy, Action, Horror"
5462,175000000,150962475,47 Ronin,2013,"Action, Fantasy, Adventure"
5463,3500000,0,"Batman: The Dark Knight Returns, Part 2",2013,"Action, Animation"
5464,60000000,90565421,The Mortal Instruments: City of Bones,2013,"Mystery, Adventure, Action, Romance, Drama"
5465,100000000,268426634,Epic,2013,"Adventure, Animation, Fantasy, Family"
5466,40000000,149295601,Lone Survivor,2013,"Drama, War, Thriller, Action"
5467,0,10285896,Nymphomaniac: Vol. I,2013,Drama
5468,5000000,55198285,Dallas Buyers Club,2013,"Drama, History"
5469,130000000,61648500,R.I.P.D.,2013,"Comedy, Action, Fantasy, Crime"
5470,84000000,0,RED 2,2013,"Crime, Thriller, Comedy, Action"
5471,50000000,219788712,Planes,2013,"Comedy, Animation, Family, Adventure"
5472,5000000,31724284,Spring Breakers,2013,"Crime, Drama"
5473,0,104810,The English Teacher,2013,"Comedy, Drama"
5474,13000000,68572378,The Call,2013,Thriller
5475,17000000,97542952,Evil Dead,2013,Horror
5476,28000000,134402450,Last Vegas,2013,Comedy
5477,30000000,36894225,The Family,2013,"Crime, Action, Comedy"
5478,5000000,0,Insidious: Chapter 2,2013,"Horror, Thriller"
5479,0,76586316,The Book Thief,2013,Drama
5480,15000000,35485608,The Place Beyond the Pines,2013,"Crime, Drama"
5481,80000000,246984278,Grown Ups 2,2013,Comedy
5482,103000000,362000072,The Hangover Part III,2013,Comedy
5483,135000000,585178928,The Croods,2013,"Comedy, Animation, Fantasy, Adventure, Family"
5484,22000000,43058898,Homefront,2013,"Action, Thriller"
5485,50000000,122915111,Escape Plan,2013,"Action, Thriller"
5486,30000000,82394288,Carrie,2013,"Drama, Horror"
5487,55000000,95000000,Captain Phillips,2013,"Drama, Thriller, Action"
5488,25000000,71009334,The Counselor,2013,"Crime, Drama, Thriller"
5489,150000000,205366737,White House Down,2013,"Drama, Action, Thriller"
5490,8000000,63464861,Begin Again,2013,"Music, Romance, Drama, Comedy"
5491,35000000,21819348,The Big Wedding,2013,Comedy
5492,12000000,1456675,Life of Crime,2013,"Crime, Comedy"
5493,0,1600000,Short Term 12,2013,Drama
5494,195000000,197687603,Jack the Giant Slayer,2013,"Fantasy, Family, Action"
5495,30000000,62616646,Runner Runner,2013,"Thriller, Crime, Drama"
5496,55000000,9489829,Bullet to the Head,2013,"Crime, Thriller, Action"
5497,11000000,7847000,What If,2013,"Romance, Drama, Comedy"
5498,26000000,51164106,Delivery Man,2013,Comedy
5499,32000000,126041322,This Is the End,2013,"Comedy, Action"
5500,15000000,151831537,Jackass Presents: Bad Grandpa,2013,Comedy
5501,35000000,46216641,Parker,2013,"Action, Crime"
5502,130000000,243843127,After Earth,2013,"Science Fiction, Action, Adventure"
5503,7000000,0,Only Lovers Left Alive,2013,"Romance, Drama"
5504,43000000,158674180,The Heat,2013,"Crime, Comedy, Action"
5505,35000000,112544580,Saving Mr. Banks,2013,"Comedy, Drama, History"
5506,28000000,29000000,Kick-Ass 2,2013,"Adventure, Crime, Action"
5507,5000000,44030246,Oculus,2013,Horror
5508,255000000,89289910,The Lone Ranger,2013,"Western, Action, Adventure"
5509,60000000,105200903,Gangster Squad,2013,"Action, Drama, Thriller, Crime"
5510,35000000,173965010,Identity Thief,2013,"Crime, Comedy"
5511,30000000,0,The Last Stand,2013,"Action, Crime, Thriller"
5512,12000000,12077441,Stoker,2013,"Horror, Drama, Thriller"
5513,1030064,0,Kill Your Darlings,2013,"Thriller, Drama, Romance"
5514,9000000,6108720,All Is Lost,2013,"Adventure, Drama, Action"
5515,20000000,47241945,Texas Chainsaw 3D,2013,"Thriller, Horror"
5516,2500000,6854611,The Spectacular Now,2013,"Romance, Comedy, Drama"
5517,20000000,24261569,Trance,2013,"Mystery, Drama, Crime, Thriller"
5518,50000000,173649015,Anchorman 2: The Legend Continues,2013,Comedy
5519,7500000,0,Saving Santa,2013,"Animation, Comedy, Family"
5520,200000000,491868548,Oz: The Great and Powerful,2013,"Fantasy, Adventure, Family"
5521,135000000,282570682,Turbo,2013,"Family, Animation"
5522,20000000,8352885,Redemption,2013,"Thriller, Action"
5523,25000000,86175291,Pain & Gain,2013,"Action, Thriller, Crime"
5524,0,0,Curse of Chucky,2013,"Horror, Thriller"
5525,0,5750401,Closed Circuit,2013,"Thriller, Drama, Mystery, Crime"
5526,44000000,63327201,The Host,2013,"Action, Thriller, Science Fiction, Adventure, Romance"
5527,30000000,4861022,Oldboy,2013,"Thriller, Action, Mystery, Drama"
5528,18000000,20275812,Labor Day,2013,Drama
5529,15000000,146497771,Mama,2013,Horror
5530,16000000,0,The Colony,2013,"Science Fiction, Action, Horror"
5531,32000000,57284237,The Physician,2013,"Adventure, History, Drama"
5532,13000000,18000000,Admission,2013,"Romance, Drama, Comedy"
5533,0,0,Pleasure or Pain,2013,"Thriller, Drama"
5534,25000000,115922175,The Butler,2013,Drama
5535,6000000,32438988,Movie 43,2013,Comedy
5536,13000000,48065672,21 & Over,2013,Comedy
5537,40000000,74597643,Escape from Planet Earth,2013,"Comedy, Science Fiction, Adventure, Family, Animation"
5538,40000000,44907260,Grudge Match,2013,Comedy
5539,10900000,16505460,Belle,2013,Drama
5540,0,0,Tarzan,2013,"Family, Action, Animation, Adventure"
5541,12000000,15008161,Machete Kills,2013,"Thriller, Action, Crime"
5542,28000000,97594140,Safe Haven,2013,Romance
5543,125687,0,Europa Report,2013,"Thriller, Science Fiction"
5544,0,0,Company of Heroes,2013,War
5545,9500000,7800000,Bad Words,2013,Comedy
5546,15000000,19145732,The Bling Ring,2013,"Drama, Crime"
5547,11000000,3639345,Empire State,2013,"Action, Drama"
5548,23000000,15600000,Behind the Candelabra,2013,"Romance, Drama"
5549,78000000,248384621,Cloudy with a Chance of Meatballs 2,2013,"Comedy, Animation, Family"
5550,16000000,0,Zulu,2013,"Crime, Thriller, Drama"
5551,18000000,97505481,Blue Jasmine,2013,"Drama, Comedy"
5552,28000000,1021398,Third Person,2013,"Romance, Drama"
5553,0,0,The Last Days on Mars,2013,"Science Fiction, Thriller, Horror"
5554,0,0,Vehicle 19,2013,Thriller
5555,0,28234657,I Give It a Year,2013,"Comedy, Romance"
5556,2500000,60141683,A Haunted House,2013,"Horror, Comedy"
5557,4800000,10337387,Only God Forgives,2013,"Thriller, Crime, Drama"
5558,30000000,63372757,Side Effects,2013,"Drama, Thriller, Crime"
5559,0,16971,Cold Comes the Night,2013,"Thriller, Drama, Crime"
5560,0,0,Are You Here,2013,Comedy
5561,13500000,19255873,La migliore offerta,2013,"Mystery, Romance, Crime, Drama"
5562,30000000,27437881,The Incredible Burt Wonderstone,2013,Comedy
5563,10000000,21587700,Mud,2013,Drama
5564,0,0,Mindscape,2013,"Drama, Thriller"
5565,7000000,0,The Trials of Cate McCall,2013,Drama
5566,16000000,318982,Adore,2013,Drama
5567,18000000,22309223,The Railway Man,2013,"History, Drama"
5568,56000000,19701164,Broken City,2013,"Crime, Drama, Thriller"
5569,0,343341,Drinking Buddies,2013,"Drama, Romance"
5570,0,0,The Machine,2013,"Thriller, Science Fiction"
5571,0,0,Plush,2013,Thriller
5572,80000000,126546518,Walking With Dinosaurs,2013,"Animation, Family, Adventure"
5573,0,0,Puppy,2013,"Animation, Family"
5574,27000000,0,Odd Thomas,2013,"Mystery, Thriller"
5575,2900000,74918,No One Lives,2013,"Thriller, Horror"
5576,8500000,9747,Welcome to the Punch,2013,"Action, Crime, Adventure"
5577,60000000,60052138,Beautiful Creatures,2013,"Romance, Drama, Fantasy"
5578,27220000,5496951,The Frozen Ground,2013,"Thriller, Crime"
5579,105000000,347434178,The Smurfs 2,2013,"Family, Animation, Fantasy, Comedy"
5580,16000000,5867686,The Immigrant,2013,"Romance, Drama"
5581,40000000,95020213,42,2013,Drama
5582,10000000,1585582,Lovelace,2013,Drama
5583,0,0,All Is Bright,2013,"Drama, Comedy"
5584,4600000,23198652,The Way Way Back,2013,"Drama, Comedy"
5585,28000000,8555008,The Fifth Estate,2013,"Thriller, Drama"
5586,25000000,6399,The Adventurer: The Curse of the Midas Box,2013,"Family, Adventure, Fantasy"
5587,25500000,2415472,Blood Ties,2013,"Thriller, Crime, Drama"
5588,120000000,415440673,The Wolverine,2013,"Adventure, Science Fiction, Action, Fantasy"
5589,35000000,42930462,Snitch,2013,"Thriller, Drama"
5590,55000000,110000000,Free Birds,2013,"Comedy, Family, Animation"
5591,12000000,17654912,Nebraska,2013,"Drama, Adventure"
5592,0,0,Horns,2013,"Drama, Fantasy, Horror, Thriller"
5593,20000000,78378744,Scary Movie 5,2013,Comedy
5594,0,2681345,Fading Gigolo,2013,Comedy
5595,0,64065,The Art of the Steal,2013,"Comedy, Crime"
5596,15600000,0,Vikingdom,2013,Adventure
5597,0,102617,Coherence,2013,"Science Fiction, Thriller"
5598,25000000,2054941,Man of Tai Chi,2013,"Drama, Action"
5599,8500000,22456509,Baggage Claim,2013,Comedy
5600,0,523511,Dom Hemingway,2013,"Crime, Drama, Comedy"
5601,0,0,Clear History,2013,Comedy
5602,10000000,0,The Numbers Station,2013,"Action, Thriller"
5603,25000000,74188937,August: Osage County,2013,"Comedy, Drama"
5604,0,4069826,Frances Ha,2013,"Comedy, Drama"
5605,0,0,Ambushed,2013,"Crime, Drama, Action"
5606,0,0,All Cheerleaders Die,2013,"Horror, Thriller, Comedy"
5607,0,0,Love Punch,2013,Comedy
5608,0,21833,V/H/S/2,2013,"Thriller, Horror"
5609,0,3346257,Words and Pictures,2013,"Comedy, Drama, Romance"
5610,0,1162635,Romeo & Juliet,2013,"Romance, Drama"
5612,5000000,0,Filth,2013,"Crime, Comedy, Drama"
5613,0,0,An Adventure in Space and Time,2013,Drama
5614,0,11650,The Necessary Death of Charlie Countryman,2013,"Romance, Drama, Action, Thriller, Comedy"
5615,3000000,11176469,Before Midnight,2013,"Romance, Drama"
5616,0,0,The Kings of Summer,2013,"Comedy, Drama"
5617,0,175705,A.C.O.D.,2013,Comedy
5618,5000000,86362372,Paranormal Activity: The Marked Ones,2013,"Horror, Thriller"
5619,0,0,The Returned,2013,"Horror, Thriller, Drama"
5620,0,0,Haunter,2013,"Thriller, Horror, Mystery"
5621,0,0,Big Ass Spider!,2013,Science Fiction
5622,0,0,A Common Man,2013,"Action, Thriller"
5623,0,0,Penthouse North,2013,"Drama, Thriller"
5624,12000000,35931410,Jobs,2013,"History, Drama"
5625,3500000,25174316,Dark Skies,2013,"Thriller, Science Fiction, Horror"
5626,1000000,2963902,In a World...,2013,Comedy
5627,0,0,Iron Man & Hulk: Heroes United,2013,"Animation, Adventure, Action"
5628,35000000,13785015,Paranoia,2013,"Drama, Thriller"
5629,0,0,Bounty Killer,2013,"Science Fiction, Action"
5630,0,0,Green Street Hooligans: Underground,2013,"Action, Drama"
5631,0,39881,Killing Season,2013,"Action, Thriller"
5632,0,34664,The Pirate Bay: Away From Keyboard,2013,Documentary
5633,7700000,0,Night Train to Lisbon,2013,"Mystery, Thriller, Romance"
5634,0,0,In Secret,2013,"Crime, Drama, Thriller"
5635,0,0,Assault on Wall Street,2013,"Action, Drama, Thriller"
5637,0,809,I Spit on Your Grave 2,2013,"Crime, Horror, Thriller"
5638,4000000,0,Hours,2013,"Thriller, Drama"
5639,0,0,Evidence,2013,"Thriller, Horror, Mystery"
5640,0,17385830,Fruitvale Station,2013,Drama
5641,0,0,Minions: Training Wheels,2013,"Comedy, Family, Animation"
5642,15000000,0,Devil's Knot,2013,"Thriller, Drama, Crime"
5643,0,10900434,One Chance,2013,"Comedy, Drama, Music"
5644,22000000,15400000,Out of the Furnace,2013,"Drama, Thriller, Crime"
5645,1500000,3566225,The To Do List,2013,"Romance, Comedy"
5646,34000000,0,The House of Magic,2013,"Fantasy, Animation, Adventure, Family"
5647,0,0,Super Buddies,2013,Family
5648,8200000,0,Mr. Morgan's Last Love,2013,"Comedy, Drama"
5649,0,0,The Harvest,2013,"Horror, Thriller"
5650,160000000,788679850,Fast & Furious 6,2013,"Thriller, Action, Crime"
5652,600000,0,The Stag,2013,Comedy
5653,0,0,Raze,2013,"Horror, Thriller"
5654,0,0,Afternoon Delight,2013,"Comedy, Drama"
5656,20000000,16549477,Battle of the Year,2013,"Music, Drama"
5657,0,0,Coldwater,2013,"Drama, Thriller"
5658,0,0,Jug Face,2013,"Thriller, Drama, Horror"
5659,0,0,Open Grave,2013,"Horror, Thriller, Mystery"
5660,0,0,Very Good Girls,2013,Drama
5661,100000,444098,Upstream Color,2013,"Drama, Science Fiction"
5662,0,18074539,Dead Man Down,2013,"Crime, Thriller, Action, Drama"
5663,0,0,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2013,Comedy
5664,0,10000000,Nurse 3-D,2013,"Thriller, Horror"
5665,0,0,Trust Me,2013,Comedy
5666,0,3302463,à¸•à¹‰à¸¡à¸¢à¸³à¸à¸¸à¹‰à¸‡ 2,2013,Action
5667,0,0,My Little Pony: Equestria Girls,2013,"Comedy, Music, Family, Animation, Fantasy"
5668,0,0,Breakout,2013,"Thriller, Action"
5669,0,641,Hammer of the Gods,2013,"Adventure, History, Action"
5670,0,6420,Some Velvet Morning,2013,Drama
5671,3500000,0,Justice League: The Flashpoint Paradox,2013,"Fantasy, Animation, Action, Adventure, Science Fiction"
5672,0,0,Remember Sunday,2013,"Drama, Romance, TV Movie"
5673,20000000,27187375,Khumba,2013,"Family, Adventure, Animation"
5674,10000000,30283,Jimmy P.,2013,Drama
5675,0,0,Generation Iron,2013,Documentary
5676,0,18642,A Single Shot,2013,"Drama, Thriller, Crime"
5677,2000000,0,A Night in Old Mexico,2013,Drama
5678,0,0,Rapture Palooza,2013,"Fantasy, Horror, Comedy"
5679,17500000,7018189,Black Nativity,2013,"Music, Drama"
5680,0,0,Killing Kennedy,2013,Drama
5684,0,4187,A Case of You,2013,"Comedy, Romance"
5685,0,0,Marvel One-Shot: Agent Carter,2013,"Action, Adventure, Fantasy, Science Fiction"
5686,0,0,The Last of Robin Hood,2013,Drama
5687,0,0,Grand Piano,2013,"Thriller, Mystery"
5689,1000000,0,Sharknado,2013,"Horror, TV Movie"
5690,0,81381,We Are What We Are,2013,"Drama, Thriller, Horror"
5691,0,0,Mary and Martha,2013,Drama
5692,0,0,Mike Tyson: Undisputed Truth,2013,Comedy
5693,0,1234254,The Invisible Woman,2013,"Romance, Drama"
5694,1000000,0,20 Feet from Stardom,2013,"Documentary, Music"
5695,0,0,Skinwalker Ranch,2013,"Thriller, Science Fiction, Horror"
5696,5200000,0,Dead in Tombstone,2013,"Fantasy, Horror, Action"
5697,4000000,9221,The Sacrament,2013,"Horror, Thriller, Mystery"
5699,0,2225098,Le Week-End,2013,"Comedy, Drama"
5700,22000000,0,Justin and the Knights of Valour,2013,"Animation, Adventure"
5701,0,0,Cheap Thrills,2013,"Comedy, Crime, Drama"
5702,5000000,0,Pawn Shop Chronicles,2013,"Action, Comedy"
5703,0,1031243,Ain't Them Bodies Saints,2013,"Drama, Western, Crime, Romance"
5704,7000000,6147,Sweetwater,2013,"Western, Thriller"
5705,0,0,Barbie in the Pink Shoes,2013,"Animation, Family"
5706,0,0,When Calls the Heart,2013,"Drama, Comedy, Romance"
5707,0,0,The Lifeguard,2013,"Romance, Comedy, Drama"
5708,0,0,As I Lay Dying,2013,Drama
5709,0,0,It's a Disaster,2013,Comedy
5710,0,0,Tom and Jerry's Giant Adventure,2013,"Animation, Family"
5711,4000000,0,12 Rounds 2: Reloaded,2013,"Action, Adventure"
5712,0,455815,The Congress,2013,"Animation, Drama, Science Fiction"
5713,10000000,1034589,Phantom,2013,Thriller
5714,0,0,L'Amour Est un Crime Parfait,2013,"Thriller, Drama"
5715,0,0,In Fear,2013,Thriller
5716,0,0,The Power of Few,2013,"Crime, Action, Drama, Mystery, Thriller"
5717,0,0,Hateship Loveship,2013,Drama
5719,0,0,Wer,2013,"Mystery, Horror, Thriller"
5720,0,11294,The Devil's Violinist,2013,Drama
5721,0,0,Child of God,2013,"Thriller, Drama, Crime"
5722,8000000,9630444,Wolf Creek 2,2013,"Horror, Thriller"
5723,0,0,LEGO Marvel Super Heroes: Maximum Overload,2013,"Action, Animation, Comedy"
5724,0,0,1,2013,Documentary
5725,0,0,Panic in the Mailroom,2013,"Family, Animation"
5726,6500000,0,Death Race: Inferno,2013,"Thriller, Science Fiction, Action"
5727,18000000,7972967,Metallica: Through the Never,2013,Music
5728,7000000,0,Straight A's,2013,"Drama, Comedy"
5729,0,0,Another Me,2013,"Mystery, Thriller"
5730,7000000,0,Riddle,2013,"Mystery, Thriller"
5731,0,2915767,Superman: Unbound,2013,"Action, Animation, Adventure"
5732,70000000,18662027,Legends of Oz: Dorothy's Return,2013,"Music, Animation, Family"
