Index,budget,revenue,original_title,release_year,genres
2149,0,0,Donkey's Christmas Shrektacular,2010,"Animation, Science Fiction, Comedy, Fantasy, Drama"
2150,1400000,0,My Girlfriend's Boyfriend,2010,"Romance, Comedy"
2152,550000,0,Sintel,2010,"Animation, Fantasy"
2153,10000000,0,BloodRayne: The Third Reich,2010,"Adventure, Horror, Fantasy, Action"
2154,0,0,Firebreather,2010,"Thriller, Animation, Adventure, Action, Fantasy"
2155,0,0,Going Postal,2010,"Comedy, Science Fiction, Fantasy"
2156,0,0,Superman/Shazam!: The Return of Black Adam,2010,"Animation, Action"
2157,0,0,Titanic II,2010,"Action, Adventure, Thriller"
2158,15000000,20529194,Country Strong,2010,"Romance, Drama"
2159,500000,0,YellowBrickRoad,2010,"Thriller, Horror"
2160,0,0,Justice League: Crisis on Two Earths,2010,"Action, Adventure, Animation"
2161,0,4790751,Exit Through the Gift Shop,2010,Documentary
2162,0,850994,Mr. Nice,2010,"Crime, Drama, Comedy"
2163,10000000,0,Kongen av BastÃ¸y,2010,"Action, Drama"
2164,27000000,16504936,"Tomorrow, When the War Began",2010,"Action, Drama, Adventure"
2165,0,0,Sint,2010,"Horror, Comedy"
2166,0,0,Into the Universe with Stephen Hawking,2010,Documentary
2168,0,0,And Soon the Darkness,2010,"Crime, Thriller, Mystery, Horror"
2169,0,0,Lottery Ticket,2010,Comedy
2170,0,0,The Pillars of the Earth,2010,"History, Drama, Romance"
2171,31000000,15134293,Extraordinary Measures,2010,Drama
2172,0,0,Family Guy Presents: It's a Trap!,2010,"Animation, Fantasy, Comedy, Science Fiction"
2173,10000000,33583175,Devil,2010,"Horror, Thriller, Mystery"
2174,0,539957,Kaboom,2010,"Science Fiction, Comedy, Mystery"
2175,0,42145,Welcome to the Rileys,2010,Drama
2176,0,0,Boy Wonder,2010,"Crime, Thriller, Action, Drama"
2177,15000000,0,HÃ¦vnen,2010,Drama
2178,0,0,Sundays at Tiffany's,2010,"Drama, Romance"
2179,0,0,Day & Night,2010,"Fantasy, Comedy, Adventure, Family, Animation"
2180,7000000,0,Cyrus,2010,"Romance, Comedy, Drama"
2181,8000000,0,Smokin' Aces 2: Assassins' Ball,2010,"Comedy, Action, Thriller, Crime"
2182,0,0,Daydream Nation,2010,"Drama, Romance"
2183,0,0,Atrocious,2010,"Thriller, Horror"
2185,0,0,Inception: The Cobol Job,2010,"Animation, Thriller, Action, Science Fiction"
2186,0,338987,Happy People: A Year in the Taiga,2010,Documentary
2187,14000000,21409028,Our Family Wedding,2010,Comedy
2188,0,0,ì˜í˜•ì œ,2010,"Foreign, Thriller, Drama"
2189,0,0,"Ultramarines: A Warhammer 40,000 Movie",2010,"Science Fiction, Animation"
2190,104002432,0,Double Wedding,2010,"Comedy, Drama, Romance"
2191,100000,1000000,Halo Legends,2010,"Animation, Action, Science Fiction"
2192,0,0,Free Willy: Escape From Pirate's Cove,2010,"Family, Action, Drama, Adventure"
2193,30000000,8454301,Barney's Version,2010,"Comedy, Drama"
2194,0,693181,Frankie & Alice,2010,"Thriller, Drama"
2196,80000000,74901339,Edge of Darkness,2010,"Crime, Drama, Mystery, Thriller"
2197,0,0,Altitude,2010,"Action, Horror, Thriller, Science Fiction"
2198,0,0,The Reef,2010,"Drama, Thriller, Horror"
2199,0,0,The Clinic,2010,"Mystery, Horror, Thriller, Crime"
2200,0,0,En ganske snill mann,2010,"Crime, Comedy, Drama"
2201,4600000,1163967,4.3.2.1,2010,"Action, Thriller, Crime, Romance"
2202,4000000,55125,Dirty Girl,2010,"Comedy, Drama"
2203,0,0,The Tree,2010,Drama
2205,0,0,Minions: Orientation Day,2010,"Animation, Comedy, Family"
2207,30000,3045943,Catfish,2010,Documentary
2208,35000000,39340177,Furry Vengeance,2010,Comedy
2209,12500000,1083683,Casino Jack,2010,"Comedy, Crime, Drama"
2210,0,0,Kites,2010,"Drama, Action, Romance"
2211,2500000,0,Quantum Apocalypse,2010,"Science Fiction, TV Movie"
2212,2500000,52604,Hatchet II,2010,"Thriller, Comedy, Horror"
2213,0,0,The First Grader,2010,"Drama, Romance"
2214,120000000,0,The Pacific,2010,"History, Action, Drama, War, Adventure"
2215,0,0,Chun sing gai bei,2010,"Foreign, Thriller, Action, Science Fiction"
2216,2500000,0,Lake Placid 3,2010,"Horror, Science Fiction, Action, Thriller"
2217,0,0,The Myth of the American Sleepover,2010,"Romance, Comedy, Drama"
2218,0,0,Harriet the Spy: Blog Wars,2010,"Comedy, TV Movie, Family, Drama"
2220,20000000,4634062,Dylan Dog: Dead of Night,2010,"Horror, Mystery, Action, Comedy, Science Fiction"
2222,0,0,Ben Hur,2010,"History, Family, Drama, Action"
2223,0,0,Road Train,2010,"Science Fiction, Horror, Thriller"
2224,0,0,Lying to Be Perfect,2010,Comedy
2226,500000,0,Milf,2010,Comedy
2227,30000,617000,Howl,2010,Drama
2228,3000000,103735,Freakonomics,2010,Documentary
2229,65000,0,Tiny Furniture,2010,Comedy
2230,12500000,3878993,The Perfect Game,2010,"Family, Drama"
2231,0,215576,Happythankyoumoreplease,2010,"Romance, Comedy"
2232,0,0,Scrat's Continental Crack-Up,2010,Animation
2233,2500000,0,The Prince & Me 4: The Elephant Adventure,2010,"Comedy, Romance"
2234,0,0,Jesse Stone: No Remorse,2010,"Mystery, Thriller, Crime, Drama"
2235,2500000,0,Dead Space: Aftermath,2010,"Animation, Science Fiction, Horror"
2236,0,0,Prowl,2010,"Thriller, Horror"
2237,650000,33245,Stake Land,2010,"Action, Thriller, Horror, Drama, Science Fiction"
2238,0,0,DC Showcase: Jonah Hex,2010,"Western, Animation, Action"
2239,13000000,0,Super Hybrid,2010,Horror
2241,0,0,Red White & Blue,2010,"Thriller, Drama"
2243,0,1422910,Restrepo,2010,"Documentary, War"
2244,425000000,11087569,The Warrior's Way,2010,"Fantasy, Adventure, Action, Thriller, Western"
2245,0,0,Hubble 3D,2010,Documentary
2246,10000000,4349187,Burke & Hare,2010,"Comedy, Thriller"
2247,0,0,Abandoned,2010,"Thriller, Mystery, Drama"
2248,0,63931,Beautiful Boy,2010,Drama
2249,0,0,Scooby-Doo! Abracadabra-Doo,2010,"Mystery, Family, Comedy, Animation"
2250,0,0,Space Chimps 2: Zartog Strikes Back,2010,"Animation, Family"
2251,4400000,0,Lost Boys: The Thirst,2010,"Adventure, Comedy, Action"
2252,0,10,Elektra Luxx,2010,"Action, Drama, Comedy"
2253,0,0,The Traveler,2010,"Horror, Thriller"
2254,10000000,55089,Inhale,2010,"Thriller, Action, Drama"
2255,967686,4270000,Four Lions,2010,"Crime, Comedy, Drama"
2256,0,0,Les 7 jours du talion,2010,"Drama, Horror, Thriller"
2257,7347125,0,Beneath Hill 60,2010,"War, Drama, History"
2258,0,0,2010: Moby Dick,2010,"Action, Horror, Science Fiction, Drama, Adventure"
2259,0,0,Brighton Rock,2010,"Crime, Drama, Thriller"
2261,0,0,Exorcismus,2010,"Horror, Thriller, Foreign"
2262,0,0,Cemetery Junction,2010,"Drama, Comedy"
2263,0,0,Aziz Ansari: Intimate Moments for a Sensual Evening,2010,Comedy
2264,0,0,Gekijouban Trigun: Badlands Rumble,2010,"Action, Animation, Comedy"
2265,0,178174,Winnebago Man,2010,"Comedy, Documentary"
2266,0,0,ExTerminators,2010,"Comedy, Drama"
2267,0,0,NEDs,2010,Drama
2270,0,0,"Montevideo, Bog te video!",2010,"Drama, Adventure, Romance, History"
2271,2000000,0,The Four-Faced Liar,2010,"Comedy, Drama, Romance"
2272,0,0,I'm Still Here,2010,"Music, Comedy, Drama"
2273,0,1279,An Invisible Sign,2010,"Comedy, Drama, Romance, Family"
2274,0,0,Father of Invention,2010,"Drama, Comedy"
2275,1500000,187716,Waste Land,2010,"Foreign, Documentary"
2277,7000000,453079,The Extra Man,2010,Comedy
2279,0,0,The Final,2010,"Drama, Thriller, Horror"
2280,0,0,Mega Shark vs. Crocosaurus,2010,"Horror, Science Fiction, Action"
2281,0,0,Submarino,2010,"Drama, Foreign"
2282,0,0,Riverworld,2010,"Science Fiction, Thriller, Drama"
2283,4500000,123820,The Romantics,2010,"Comedy, Romance, Drama"
2284,2000000,0,Nine Dead,2010,"Drama, Thriller, Horror, Crime"
2285,0,0,Wonders of the Solar System,2010,Documentary
2288,0,0,Repeaters,2010,"Science Fiction, Thriller, Drama"
2289,0,0,Captifs,2010,"Horror, Thriller"
2291,5000000,0,Arctic Blast,2010,Science Fiction
2292,0,0,Scooby-Doo! Camp Scare,2010,"Animation, Comedy, Family"
2293,2300000,0,Hunt to Kill,2010,"Adventure, Action, Thriller"
2294,0,0,Bal,2010,Drama
2295,0,37000000,For Colored Girls,2010,Drama
2296,0,0,The Cutting Edge: Fire & Ice,2010,"Drama, Romance"
2297,0,0,Territories,2010,"Horror, Thriller"
2299,0,0,Oranges and Sunshine,2010,Drama
2300,0,0,Waiting for 'Superman',2010,Documentary
2301,0,951179,The Trip,2010,"Drama, Comedy"
2302,0,0,The Presence,2010,"Horror, Drama, Thriller"
2304,0,0,Comme les 5 doigts de la main,2010,Crime
2305,0,0,The Shrine,2010,Horror
2307,1300000,0,F,2010,"Horror, Thriller"
2310,0,0,Temple Grandin,2010,Drama
2313,0,0,Tick Tock Tale,2010,Animation
2317,0,876302,Meek's Cutoff,2010,"Western, Drama"
2319,0,22270,Ceremony,2010,"Romance, Comedy"
2320,0,0,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,2010,"Comedy, Romance"
2321,0,0,Shank,2010,"Action, Thriller, Drama"
2322,0,0,Astral City: A Spiritual Journey,2010,Drama
2323,7200000,0,Made in Dagenham,2010,"Drama, History, Comedy"
2324,0,0,The Dead,2010,"Horror, Thriller, Science Fiction, Action"
2325,0,0,Mega Piranha,2010,"Science Fiction, Action, Adventure, Horror"
2327,0,0,Twelve,2010,"Drama, Action, Thriller, Crime"
2329,0,0,Dante's Inferno: An Animated Epic,2010,"Fantasy, Horror, Animation, Action, Adventure"
2331,0,0,Chain Letter,2010,"Thriller, Horror"
2332,3167000,0,Essential Killing,2010,"War, Thriller"
2333,0,0,Is It Just Me?,2010,"Comedy, Romance, Drama"
2335,0,14870,The Perfect Host,2010,"Comedy, Crime, Thriller"
2337,0,0,Legendary,2010,Drama
2338,20000000,60072596,Why Did I Get Married Too?,2010,"Romance, Comedy"
2341,0,0,The Frankenstein Syndrome,2010,"Science Fiction, Horror"
2343,60000000,296221663,Resident Evil: Afterlife,2010,"Horror, Science Fiction, Action, Adventure"
2344,300000,0,Growth,2010,"Science Fiction, Thriller, Horror"
2345,0,0,ProtÃ©ger et servir,2010,Comedy
2347,0,0,High School,2010,Comedy
2348,1100000,0,Beyond the Black Rainbow,2010,"Science Fiction, Fantasy, Horror"
2349,0,0,American Grindhouse,2010,"History, Documentary"
2350,0,0,Peacock,2010,"Mystery, Thriller"
2351,0,0,BÃ©bÃ©s,2010,Documentary
2352,0,0,A Little Help,2010,"Romance, Comedy, Drama"
2353,0,0,Letters to God,2010,"Action, Drama, Thriller, Family"
2354,0,0,Alien vs. Ninja,2010,"Thriller, Science Fiction, Horror, Action"
2356,2400000,0,Devil's Playground,2010,"Horror, Action"
2357,0,0,Chico & Rita,2010,"Romance, Music, Animation"
2358,0,0,Parked,2010,Drama
2359,10000000,1068682,Vanishing on 7th Street,2010,"Thriller, Horror, Drama"
2361,0,0,Li Xiao Long,2010,Drama
2362,0,0,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,2010,"Comedy, Romance"
2363,3000000,0,The Rig,2010,"Action, Thriller, Science Fiction, Horror"
2365,0,0,Holy Rollers,2010,"Thriller, Crime, Drama"
2366,0,427628,Break Ke Baad,2010,"Romance, Comedy, Drama, Foreign"
2367,0,0,Gasland,2010,Documentary
2371,0,0,600 kilos d'or pur,2010,Adventure
2375,0,5980,BearCity,2010,"Romance, Comedy"
2378,10000000,5000000,Action Replayy,2010,"Romance, Foreign, Drama, Comedy"
2380,0,0,Christmas Cupid,2010,"Fantasy, Comedy, TV Movie, Family, Romance"
2382,0,0,Une Petite zone de turbulences,2010,Comedy
2383,0,0,The Drawn Together Movie: The Movie!,2010,"Animation, Comedy"
2384,0,0,FRED: The Movie,2010,"Comedy, Family"
2385,0,0,Strapped,2010,Drama
2387,35000000,60251371,Secretariat,2010,Drama
2389,0,1339650,Bill Cunningham New York,2010,Documentary
2390,0,0,DC Showcase: Green Arrow,2010,"Animation, Adventure"
2391,0,0,I Hate Luv Storys,2010,"Foreign, Romance, Drama, Comedy"
2395,0,0,Burakku Rokku ShÅ«tÄ,2010,"Action, Drama, Animation, Fantasy, Thriller"
2398,3,43,Boy,2010,"Comedy, Drama"
2400,0,0,Il reste du jambon ?,2010,Comedy
2404,0,0,A Horrible Way to Die,2010,"Horror, Thriller"
2406,0,0,As Melhores Coisas do Mundo,2010,Comedy
2407,0,0,Joan Rivers: A Piece of Work,2010,Documentary
2409,63000000,100853753,Fight Club,1999,Drama
2410,63000000,463517383,The Matrix,1999,"Action, Science Fiction"
2411,15000000,356296601,American Beauty,1999,Drama
2412,115000000,924317558,Star Wars: Episode I - The Phantom Menace,1999,"Action, Science Fiction, Adventure"
2413,80000000,415885488,The Mummy,1999,"Thriller, Action, Horror, Adventure, Fantasy"
2414,60000000,284600000,The Green Mile,1999,"Fantasy, Drama, Crime"
2415,40000000,672806292,The Sixth Sense,1999,"Thriller, Mystery, Drama"
2416,135000000,361832400,The World Is Not Enough,1999,"Action, Adventure, Thriller"
2417,10500000,75902208,Cruel Intentions,1999,"Drama, Romance, Thriller"
2418,100000000,206071502,Sleepy Hollow,1999,"Mystery, Thriller, Fantasy, Drama"
2419,0,0,Tarzan,1999,"Animation, Adventure, Family, Drama"
2420,11000000,235483004,American Pie,1999,"Romance, Comedy"
2421,66000000,212404396,Entrapment,1999,"Romance, Drama, Mystery"
2422,90000000,485015179,Toy Story 2,1999,"Comedy, Family, Animation"
2423,16000000,53478166,10 Things I Hate About You,1999,"Drama, Romance, Comedy"
2424,42000000,363889678,Notting Hill,1999,Comedy
2425,33000000,310940086,Austin Powers: The Spy Who Shagged Me,1999,"Science Fiction, Crime, Action, Comedy, Adventure"
2426,2000000,11540607,Boys Don't Cry,1999,"Drama, Crime"
2427,90000000,60289912,The Insider,1999,"Drama, Thriller"
2428,45000000,90683916,Galaxy Quest,1999,"Family, Science Fiction, Comedy"
2429,65000000,162091208,Eyes Wide Shut,1999,Drama
2430,13000000,22863596,Being John Malkovich,1999,"Fantasy, Drama, Comedy"
2431,80000000,176885658,Analyze This,1999,"Crime, Comedy"
2432,133000000,300135367,Stuart Little,1999,Fantasy
2433,73000000,151493655,The Bone Collector,1999,"Drama, Thriller, Mystery, Crime"
2434,170000000,222104681,Wild Wild West,1999,"Action, Science Fiction, Comedy, Adventure, Drama"
2435,160000000,61698899,The 13th Warrior,1999,"Fantasy, Adventure, Action"
2436,100000000,211989043,End of Days,1999,"Horror, Action, Fantasy, Mystery"
2437,24000000,88545092,The Cider House Rules,1999,Drama
2438,70000000,23159305,The Iron Giant,1999,"Adventure, Family, Science Fiction, Animation, Fantasy"
2439,60000000,73648228,Deep Blue Sea,1999,"Horror, Thriller, Science Fiction, Action"
2440,21000000,0,"South Park: Bigger, Longer & Uncut",1999,"Animation, Comedy, Music"
2441,90000000,161626121,Payback,1999,"Drama, Action, Crime, Thriller"
2442,70000000,309457509,Runaway Bride,1999,"Romance, Comedy"
2443,10000000,103166989,She's All That,1999,"Romance, Comedy"
2444,70000000,177841558,Double Jeopardy,1999,"Crime, Thriller, Drama, Mystery"
2445,6000000,30471,The Boondock Saints,1999,"Crime, Action, Thriller"
2446,10000000,12827813,Office Space,1999,"Comedy, Crime"
2447,6000000,10409377,The Virgin Suicides,1999,"Romance, Drama"
2448,100000000,93700000,Bicentennial Man,1999,"Science Fiction, Comedy"
2449,25000,248000000,The Blair Witch Project,1999,"Horror, Mystery"
2450,38000000,58401898,The Ninth Gate,1999,"Mystery, Thriller, Horror"
2451,50000000,73956241,The Hurricane,1999,Drama
2452,16000000,18564088,The Thirteenth Floor,1999,"Mystery, Thriller, Science Fiction"
2453,34200000,234801895,Big Daddy,1999,"Drama, Comedy"
2454,32000000,0,Bringing Out the Dead,1999,"Thriller, Drama"
2455,40000000,96618699,8MM,1999,"Crime, Mystery, Thriller"
2456,10000000,30652890,Dogma,1999,"Comedy, Adventure, Fantasy"
2457,40000000,0,"Girl, Interrupted",1999,Drama
2458,0,0,Mickey's Once Upon a Christmas,1999,"Animation, Comedy, Family"
2459,80000000,91188905,The Haunting,1999,"Horror, Mystery, Thriller, Fantasy"
2460,75000000,93888180,Forces of Nature,1999,Comedy
2461,35000000,40263020,Blast from the Past,1999,"Romance, Comedy"
2462,80000000,0,Edtv,1999,Comedy
2463,80000000,118880016,Message in a Bottle,1999,Drama
2464,60000000,149705852,The General's Daughter,1999,"Mystery, Thriller, Drama, Crime"
2465,29000000,50041732,Stigmata,1999,"Horror, Thriller"
2466,12000000,21133087,Stir of Echoes,1999,"Mystery, Horror, Thriller"
2467,0,0,Election,1999,Comedy
2468,75000000,0,Inspector Gadget,1999,"Family, Action, Adventure, Comedy"
2469,37000000,48451803,Magnolia,1999,Drama
2470,51000000,36911617,The Bachelor,1999,Comedy
2471,75000000,14010690,Virus,1999,"Science Fiction, Action, Horror"
2472,40000000,128798265,The Talented Mr. Ripley,1999,"Thriller, Crime, Drama"
2473,27000000,56870414,Lake Placid,1999,"Thriller, Comedy, Action, Horror, Science Fiction"
2474,34000000,4217115,Detroit Rock City,1999,Comedy
2475,68000000,29762011,Mystery Men,1999,"Adventure, Action, Fantasy, Science Fiction, Comedy"
2476,0,0,Ghost Dog: The Way of the Samurai,1999,"Crime, Drama, Action"
2477,80000000,90874570,Fantasia 2000,1999,"Family, Fantasy, Animation, Music"
2478,6500000,28451622,Go,1999,"Comedy, Thriller, Crime"
2479,25000000,84565230,Never Been Kissed,1999,"Drama, Romance, Comedy"
2480,80,0,Instinct,1999,"Mystery, Thriller, Drama"
2481,0,0,October Sky,1999,"Family, Drama"
2482,75000000,108000000,Three Kings,1999,"Action, Adventure, Comedy"
2483,82000000,47434430,Man on the Moon,1999,"Drama, Comedy, Romance"
2484,25000000,13000000,Brokedown Palace,1999,"Thriller, Drama"
2485,0,0,Annie,1999,"Family, Music, Comedy"
2486,19000000,40846082,House on Haunted Hill,1999,"Thriller, Horror, Mystery"
2487,5000000,0,From Dusk Till Dawn 2: Texas Blood Money,1999,"Crime, Action, Horror, Thriller"
2488,0,0,Best Laid Plans,1999,"Crime, Thriller, Drama"
2489,0,0,A Christmas Carol,1999,"Fantasy, Drama"
2490,48000000,124305181,The Thomas Crown Affair,1999,"Comedy, Crime, Drama, Romance"
2491,64000000,74608570,Random Hearts,1999,"Drama, Romance"
2492,15000000,2856712,eXistenZ,1999,"Thriller, Horror, Science Fiction, Action"
2493,23000000,10827816,The End of the Affair,1999,Drama
2494,65000000,117758500,Blue Streak,1999,"Action, Thriller, Crime, Comedy"
2495,21000000,17762705,The Rage: Carrie 2,1999,"Horror, Thriller, Science Fiction"
2496,21500000,0,Arlington Road,1999,"Drama, Thriller, Mystery"
2497,10000000,5241315,Black and White,1999,Drama
2498,0,0,Introducing Dorothy Dandridge,1999,Drama
2499,20000000,0,Three to Tango,1999,"Romance, Comedy"
2500,25000000,15156200,The Corruptor,1999,"Crime, Action, Mystery, Thriller"
2501,75000000,0,Anna and the King,1999,"History, Romance, Drama"
2502,0,0,Titus,1999,"Drama, Thriller, History"
2503,0,0,K-911,1999,"Crime, Comedy, Action, Adventure"
2504,45000000,10667893,Universal Soldier: The Return,1999,"Science Fiction, Action"
2505,0,0,Mickey Blue Eyes,1999,"Crime, Comedy, Romance"
2506,0,0,Candyman: Day of the Dead,1999,"Horror, Fantasy"
2507,0,0,The Mating Habits of the Earthbound Human,1999,"Science Fiction, Comedy, Romance"
2509,33000000,0,Pushing Tin,1999,"Comedy, Drama"
2510,5000000,0,From Dusk Till Dawn 3: The Hangman's Daughter,1999,"Western, Horror, Thriller"
2511,70000000,11263966,Chill Factor,1999,"Thriller, Comedy, Action"
2512,0,0,Sunshine,1999,"History, Drama"
2513,80000000,73345029,Life,1999,"Crime, Comedy, Drama"
2514,23000000,18653615,Anywhere But Here,1999,"Comedy, Romance, Drama"
2515,75000000,19598588,The Astronaut's Wife,1999,"Thriller, Science Fiction, Drama"
2516,65000000,36850101,My Favorite Martian,1999,"Comedy, Drama, Family, Science Fiction"
2517,11000000,0,A Midsummer Night's Dream,1999,"Comedy, Drama, Romance, Fantasy"
2518,10000000,3193102,The Limey,1999,"Action, Thriller, Mystery, Crime, Drama"
2519,25,13,Angela's Ashes,1999,Drama
2520,50000000,58900031,The Story of Us,1999,"Comedy, Drama, Romance"
2521,8000000,17843379,Drive Me Crazy,1999,"Drama, Family, Romance, Comedy"
2522,11000000,0,Fortress 2,1999,"Science Fiction, Action"
2523,0,0,An American Tail 4: The Mystery of the Night Monster,1999,"Mystery, Fantasy, Adventure, Science Fiction, Animation"
2524,24000000,16290976,Muppets from Space,1999,"Science Fiction, Family, Fantasy, Comedy"
2525,10000000,0,The Straight Story,1999,Drama
2526,14000000,18535191,An Ideal Husband,1999,"Romance, Comedy, Drama"
2527,0,0,Dak ging san yan lui,1999,"Thriller, Action, Comedy"
2528,0,0,Jakob the Liar,1999,"History, Comedy, Drama"
2529,17000000,65535067,Deuce Bigalow: Male Gigolo,1999,Comedy
2530,0,0,The Jack Bull,1999,"TV Movie, Drama, Western, Action"
2531,25000000,4152230,Idle Hands,1999,"Thriller, Horror, Comedy"
2532,55000000,100230832,Any Given Sunday,1999,Drama
2533,38000000,28121100,The Deep End of the Ocean,1999,"Mystery, Drama"
2534,15000000,0,Inferno,1999,"Drama, Action, Romance"
2535,600000,4000000,Human Traffic,1999,"Drama, Comedy"
2536,7000000,14011454,In Too Deep,1999,"Action, Drama, Thriller, Crime"
2537,55000000,0,Bowfinger,1999,Comedy
2538,13000000,8946237,Teaching Mrs. Tingle,1999,"Comedy, Thriller"
2539,0,0,Holy Smoke,1999,"Drama, Comedy"
2540,0,0,Summer of Sam,1999,"Romance, Drama, Crime, Thriller"
2541,0,0,Varsity Blues,1999,"Comedy, Drama, Romance"
2542,0,0,Rogue Trader,1999,"Foreign, Drama"
2543,30000000,0,Wing Commander,1999,"Action, Science Fiction"
2544,0,0,The War Zone,1999,Drama
2545,0,0,But I'm a Cheerleader,1999,Comedy
2546,0,0,At First Sight,1999,"Drama, Romance"
2547,0,0,Superstar,1999,"Comedy, Family"
2548,0,0,True Crime,1999,"Crime, Drama"
2549,0,0,Pirates of Silicon Valley,1999,"TV Movie, Drama"
2550,10000000,10571408,Drop Dead Gorgeous,1999,Comedy
2551,0,0,Sweet and Lowdown,1999,"Drama, Comedy"
2552,0,0,Snow Falling on Cedars,1999,"Romance, Drama"
2553,9000000,34573780,The Best Man,1999,"Comedy, Drama"
2554,6000000,4398989,Simply Irresistible,1999,Comedy
2555,27000000,14859394,Music of the Heart,1999,Drama
2556,0,0,Bartok the Magnificent,1999,"Family, Animation, Comedy"
2557,0,0,Two Hands,1999,"Thriller, Crime, Comedy"
2559,50000000,0,For Love of the Game,1999,"Romance, Drama"
2560,28000000,8888143,"Mystery, Alaska",1999,"Drama, Comedy"
2561,50000000,13260050,The Mod Squad,1999,"Action, Thriller, Mystery"
2562,21000000,0,Alice in Wonderland,1999,"Fantasy, Family"
2563,6000000,25059640,The Wood,1999,"Drama, Comedy, Romance"
2564,0,0,Mansfield Park,1999,"Romance, Drama"
2565,6000000,6852450,200 Cigarettes,1999,"Drama, Comedy, Romance"
2566,12000000,0,Ravenous,1999,"Thriller, Horror"
2567,75000000,29000000,The Out-of-Towners,1999,Comedy
2568,10000000,0,Cookie's Fortune,1999,"Comedy, Drama, Thriller"
2569,0,0,American Movie,1999,Documentary
2570,15000000,0,Eye of the Beholder,1999,"Mystery, Thriller, Drama"
2571,60000000,66976317,Joan of Arc,1999,"Drama, History, Adventure, Action, War"
2572,35000000,0,The Other Sister,1999,"Drama, Comedy, Romance"
2575,0,0,The Devil's Arithmetic,1999,"Drama, Science Fiction, Thriller"
2576,20000000,1531251,Beowulf,1999,"Thriller, Science Fiction, Action, Adventure, Horror"
2577,24000000,8434146,Play It to the Bone,1999,"Drama, Comedy"
2578,23000000,0,Animal Farm,1999,"Drama, Family, Comedy"
2579,0,0,The Magical Legend of the Leprechauns,1999,Fantasy
2580,1700000,1943649,"Happy, Texas",1999,"Comedy, Crime"
2583,0,0,Mumford,1999,"Romance, Comedy, Drama"
2584,38000000,635096,Ride with the Devil,1999,"War, Western, Drama, Romance"
2585,0,0,Better Than Chocolate,1999,"Drama, Romance"
2586,3000000,3076820,Jawbreaker,1999,Comedy
2587,0,0,Bats,1999,"Thriller, Horror"
2588,0,0,Topsy-Turvy,1999,"Music, Drama, Comedy"
2589,13000000,27500000,Dick,1999,Comedy
2590,0,4488529,Flawless,1999,"Comedy, Drama"
2591,25000000,12000000,The King and I,1999,"Animation, Family, Drama"
2592,0,0,Babylon 5: A Call to Arms,1999,"Action, Adventure, Drama, Science Fiction"
2593,14000000,0,A Walk on the Moon,1999,"Romance, Drama"
2594,10000000,0,Resurrection,1999,"Horror, Crime, Drama"
2595,0,0,Terror Firmer,1999,"Comedy, Horror"
2596,7000000,7292175,Outside Providence,1999,"Romance, Comedy, Drama"
2597,0,0,Passport to Paris,1999,"Family, Comedy, Drama"
2598,0,0,Hum Dil De Chuke Sanam,1999,"Drama, Romance"
2599,0,0,Children of the Corn 666: Isaac's Return,1999,"Mystery, Horror"
2600,12000000,0,Breakfast of Champions,1999,Comedy
2601,0,0,In Dreams,1999,"Drama, Thriller"
2602,0,239894,Body Shots,1999,"Drama, Romance"
2603,0,0,Rang-e khoda,1999,"Drama, Family"
2604,4250000,0,Blackadder Back & Forth,1999,"History, Comedy"
2605,2500000,0,Wishmaster 2: Evil Never Dies,1999,"Science Fiction, Horror, Fantasy"
2606,70000000,0,Dudley Do-Right,1999,"Comedy, Romance, Family"
2607,0,0,Doug's 1st Movie,1999,"Comedy, Animation, Family"
2608,0,0,Ratcatcher,1999,"Drama, Foreign"
2609,0,0,Chris Rock: Bigger & Blacker,1999,Comedy
2610,450000,2049595,Trick,1999,"Romance, Comedy"
2611,12000000,36450736,Baby Geniuses,1999,"Comedy, Family, Science Fiction"
2613,0,0,Plunkett & MacLeane,1999,"Action, Comedy, Drama"
2614,0,0,David Copperfield,1999,Drama
2615,0,0,Batman Beyond: The Movie,1999,"Animation, Action, Family"
2617,3800000,28200000,East Is East,1999,Comedy
2618,1,100,Lost & Found,1999,"Romance, Comedy"
2619,9210000,0,Walking with Dinosaurs,1999,"Documentary, Animation"
2620,0,0,Johnny Tsunami,1999,"Drama, TV Movie, Family"
2621,0,0,Switching Goals,1999,"Family, Comedy"
2623,0,0,Guest House Paradiso,1999,Comedy
2624,12000000,21001563,Tea with Mussolini,1999,"Comedy, War, Drama"
2626,0,0,George Carlin: You Are All Diseased,1999,"Comedy, Documentary, TV Movie"
2627,0,0,Come te nessuno mai,1999,"Foreign, Comedy, Drama"
2628,0,0,æˆé¾çš„ç‰¹æŠ€,1999,Documentary
2629,0,0,Scooby-Doo! and the Witch's Ghost,1999,"Animation, Comedy"
2631,0,0,Mulholland Dr.,1999,"Mystery, Drama, Romance, TV Movie"
2633,93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,2001,"Adventure, Action, Fantasy"
